ST,ID,Rare,MaxUse,SkillStone,Icon,Name,Des,ImpactBy,UpDes,UpType,UpVal,InitVal,SkillP,ReadyRound,Effect,Buff,Dbuff,Name_en,Des_en,UpDes_en
1,58,5,1,1,FX_slash_22,{精灵鹿},"{在前3回合},{使2个我方部队},{所有属性提高}({受防御属性影响})",11.4,{所有属性提高},13,0.57,5.7,1,0,0,13_1_4_2_1_0_5.7_0_0_3_1_1,0,Elf Deer,"In The First 3 Rounds,Make 2 Of our Troops,Increase All Attributes(Affected By DEF Attribute)",Increase All Attributes
1,35,5,1,1,FX_slash_31,{雨夜},"{在前3回合},{使2个敌方部队},{所有属性降低}({受破坏属性影响})",11.4,{所有属性降低},18,0.57,5.7,1,0,0,18_1_2_2_1_0_5.7_0_0_3_1_1,0,Rainy Night,"In The First 3 Rounds,Make 2 Of Enemy Troops,All Attributes Reduced(Affected By DES Attribute)",All Attributes Reduced
1,48,5,1,1,FX_slash_56,{星野},"{在前3回合},{自身部队},{攻击属性提高} 11.4({受防御属性影响}),{并且} {普通攻击时},{有几率} {连击}",1,{效果触发概率},1,0.05,0.5,1,0,0,9_1_7_1_1_0_11.4_0_0_3_0_1+80_1_7_1_0.5_0_0_0_0_3_1_0,0,Star Field,"In The First 3 Rounds,Own Troop,ATK Attribute Increased 11.4(Affected By DEF Attribute),And When ATK Normally,A Chance to Combo",Effect Trigger Probability
1,38,5,0,0,FX_slash_56,{星象魔术},"{在前3回合},{使3个我方部队},{攻击属性提高} 11.4({受防御属性影响}),{并且} {普通攻击时},{有几率} {连击}",0.7,{效果触发概率},1,0.035,0.35,1,0,0,9_1_4_3_1_0_11.4_0_0_3_0_1+80_1_4_3_0.35_0_0_0_0_3_1_0,0,Star Magic,"In The First 3 Rounds,Make 3 Of our Troops,ATK Attribute Increased 11.4(Affected By DEF Attribute),And When ATK Normally,A Chance to Combo",Effect Trigger Probability
1,39,5,0,0,Self_1003+FX_slash_49,{神佑之盾},"{使3个我方部队},{获得1层护盾,可以抵挡1次伤害},{并且} {从第5回合起},{使3个敌方部队},{造成伤害降低}({受破坏属性影响})",0.06,{造成伤害降低},6,0.003,0.03,1,0,0,73_1_4_3_1_0_0_1_0_8_0_0+6_5_2_3_1_0.03_0_0_0_4_1_1,0,Blessed Shield,"Make 3 Of our Troops,Gain 1 Layer Of Shield, Which Can Block 1 DMG,And From The 5th Round,Make 3 Of Enemy Troops,DMG Dealt Reduced(Affected By DES Attribute)",DMG Dealt Reduced
1,40,5,0,0,FX_slash_62+FX_slash_5,{重装骑士},"{在前4回合},{使2个敌方部队},{处于嘲讽状态},{自身部队},{获得离间效果},{造成伤害时将部分敌方士兵收编},{并且} {受到普通攻击时},100% {反击}({伤害系数} 1.33)",1,{离间系数},4,0.05,0.5,1,0,0,118_1_2_2_1_0_0_0_0_4_0_0+106_1_7_1_1_0.5_0_0_0_4_1_0+81_1_7_1_1_1.33_0_0_0_4_0_0,0,Heavy Knight,"In The First 4 Rounds,Make 2 Of Enemy Troops,In A Provoked State,Own Troop,Gain Blood Sucking Effect,Recruit Some Enemy Soldiers When Causing DMG,And When Receiving A Normal ATK,100% Counterattack(DMG Coefficient 1.33)",Blood Sucking Coefficien
1,41,5,0,0,FX_slash_46,{厄运印刻},"{从第4回合起},{使3个敌方部队},{受到伤害提高}({受破坏属性影响}),{并且} {在每回合行动前},{受到燃烧伤害}({伤害系数} 0.80),{从第7回合起},{处于禁疗状态},{无法受到治疗效果}",0.06,{受到伤害提高},7,0.003,0.03,1,0,0,7_4_2_3_1_0.03_0_0_0_5_1_1+108_4_0_3_1_0.80_0_0_0_5_0_0+119_7_0_3_1_0_0_0_0_3_0_0,0,Imprint Doom,"From The 4th Round,Make 3 Of Enemy Troops,DMG Taken Increased(Affected By DES Attribute),And Before Each Round,Burning DMG Taken(DMG Coefficient 0.80),From The 7th Round,In A Forbidden Treatment State,Cannot Be Healed",DMG Taken Increased
1,43,5,0,0,FX_slash_59,{心语},"{在前3回合},{使2个敌方部队},{造成伤害降低}({受破坏属性影响}),{在第4回合},{处于混乱状态},{进行无差别攻击},{持续2回合}",0.08,{造成伤害降低},6,0.004,0.04,1,0,0,6_1_2_2_1_0.04_0_0_0_3_1_1+117_4_0_2_1_0_0_0_0_2_0_0,0,Heart Language,"In The First 3 Rounds,Make 2 Of Enemy Troops,DMG Dealt Reduced(Affected By DES Attribute),In The 4th Round,In A Chaos State,Carry Out Undifferentiated ATK,Lasting For 2 Rounds",DMG Dealt Reduced
1,44,5,0,0,FX_slash_63,{心网},"{在第1回合},{使3个敌方部队},{处于缴械状态},{无法进行普通攻击},{持续2回合},{在第4回合},{对3个敌方部队},{发动1次无视闪避和护盾的攻击}",1.8,{伤害系数},2,0.09,0.9,1,0,0,115_1_2_3_1_0_0_0_0_2_0_0+112_4_7_3_1_0.9_0_0_0_1_1_0,0,Heart Net,"In The 1st Round,Make 3 Of Enemy Troops,In A Disarmed State,Cannot Launch Normal ATK,Lasting For 2 Rounds,In The 4th Round,To 3 Enemy Troops,Launch An ATK That Ignores Dodge And Shield",DMG Coefficient
1,47,5,0,0,FX_slash_59,{狐幻},"{在第1回合},{使2个敌方部队},{处于混乱状态},{进行无差别攻击},{持续2回合},{从第5回合起},{受到伤害提高}({受破坏属性影响})",0.08,{受到伤害提高},7,0.004,0.04,1,0,0,117_1_2_2_1_0_0_0_0_2_0_0+7_5_0_2_1_0.04_0_0_0_4_1_1,0,Fox Illusion,"In The 1st Round,Make 2 Of Enemy Troops,In A Chaos State,Carry Out Undifferentiated ATK,Lasting For 2 Rounds,From The 5th Round,DMG Taken Increased(Affected By DES Attribute)",DMG Taken Increased
1,50,5,0,0,FX_slash_56,{神煞},"{在前4回合},{自身部队},{受到伤害降低} 15.0%({受防御属性影响}),{从第5回合起},{造成伤害提高}({受速度属性影响})",0.15,{造成伤害提高},5,0.0075,0.075,1,0,0,8_1_7_1_1_0.15_0_0_0_4_0_1+5_5_7_1_1_0.075_0_0_0_4_1_1,0,Evil Spirit,"In The First 4 Rounds,Own Troop,DMG Taken Reduced 15.0%(Affected By DEF Attribute),From The 5th Round,DMG Dealt Increased(Affected By Spd Attribute)",DMG Dealt Increased
1,52,5,0,0,FX_slash_31+FX_slash_31,{灰黑世界},"{从第1回合起},{自身部队},{处于缴械状态},{无法进行普通攻击},{使3个敌方部队},{在每回合行动前},{有几率} {处于沉默状态},{无法发动战术技能}",0.4,{效果触发概率},1,0.02,0.2,1,0,0,115_1_7_1_1_0_0_0_0_8_0_0+85_1_2_3_0.2_0_0_0_0_8_1_0,0,Gray World,"From The 1st Round,Own Troop,In A Disarmed State,Cannot Launch Normal ATK,Make 3 Of Enemy Troops,Before Each Round,A Chance to In A Silenced State,Cannot Launch Tactical Skills",Effect Trigger Probability
1,63,5,0,0,FX_slash_23,{法力蓄积},"{从第5回合起},{使2个我方部队},{处于超导状态},{发动不需要准备的战术技能时},{有几率} {额外发动1次该战术技能}",0.55,{效果触发概率},1,0.027,0.28,1,0,0,125_5_4_2_0.28_0_0_0_0_4_1_0,0,Mana Storage,"From The 5th Round,Make 2 Of our Troops,In A Superconducting State,When Using A Tactical Skill That Does Not Require Preparation,A Chance to Activate The Tactical Skill 1 Additional Time",Effect Trigger Probability
1,65,5,0,0,FX_slash_34,{鼓舞士气},"{在前3回合},{使2个我方部队},{处于强袭状态},{攻击附加真实伤害}({受攻击属性影响}),{并且} {攻击属性提高} 11.4({受防御属性影响})",36,{真实伤害基数},41,1.8,18,1,0,0,70_1_4_2_1_0_18_0_0_3_1_1+9_1_0_2_1_0_11.4_0_0_3_0_1,0,Boost Morale,"In The First 3 Rounds,Make 2 Of our Troops,In An Assaulted State,ATK Adds Real DMG(Affected By ATK Attribute),And ATK Attribute Increased 11.4(Affected By DEF Attribute)",Real DMG Base
1,66,5,1,1,FX_slash_34,{全军出击},"{从第5回合起},{使2个我方部队},{处于强袭状态},{攻击附加真实伤害}({受攻击属性影响})",30,{真实伤害基数},41,1.5,15,1,0,0,70_5_4_2_1_0_15_0_0_4_1_1,0,Army Attack,"From The 5th Round,Make 2 Of our Troops,In An Assaulted State,ATK Adds Real DMG(Affected By ATK Attribute)",Real DMG Base
1,67,5,0,0,FX_slash_20,{暗夜闪现},"{从第5回合起},{使3个我方部队},{受到任意攻击时},{有几率} {闪避}",0.36,{效果触发概率},1,0.018,0.18,1,0,0,111_5_4_3_0.18_0_0_0_0_4_1_0,0,Flash Night,"From The 5th Round,Make 3 Of our Troops,When Receiving Any Normal ATK,A Chance to Dodge",Effect Trigger Probability
1,68,5,1,1,FX_slash_20,{潜伏},"{从第5回合起},{自身部队},{受到任意攻击时},{有几率} {闪避}",0.6,{效果触发概率},1,0.03,0.3,1,0,0,111_5_7_1_0.30_0_0_0_0_4_1_0,0,Lurking,"From The 5th Round,Own Troop,When Receiving Any Normal ATK,A Chance to Dodge",Effect Trigger Probability
1,25,5,1,1,FX_slash_20,{白色旋律},"{在前3回合},{自身部队},{受到任意攻击时},{有几率} {闪避}",0.6,{效果触发概率},1,0.03,0.3,1,0,0,111_1_7_1_0.30_0_0_0_0_3_1_0,0,White Melody,"In The First 3 Rounds,Own Troop,When Receiving Any Normal ATK,A Chance to Dodge",Effect Trigger Probability
1,1001,5,0,0,FX_slash_5,{十字斧},"{从第1回合起},{使3个敌方部队},{在每回合行动前},{受到咒术伤害}({伤害系数} 1.00),{并且} {造成伤害降低}({受破坏属性影响})",0.152,{造成伤害降低},6,0.0076,0.076,1,0,0,109_1_2_3_1_1.0_0_0_0_8_0_0+6_1_0_3_1_0.076_0_0_0_8_1_1,0,Cross Axe,"From The 1st Round,Make 3 Of Enemy Troops,Before Each Round,Curse DMG Taken(DMG Coefficient 1.00),And DMG Dealt Reduced(Affected By DES Attribute)",DMG Dealt Reduced
1,1002,5,0,0,FX_slash_5,{震慑},"{从第1回合起},{使3个敌方部队},{在每回合行动前},{受到咒术伤害}({伤害系数} 1.33),{并且} {受到伤害提高}({受破坏属性影响})",0.152,{受到伤害提高},7,0.0076,0.076,1,0,0,109_1_2_3_1_1.33_0_0_0_8_0_0+7_1_0_3_1_0.076_0_0_0_8_1_1,0,Frighten,"From The 1st Round,Make 3 Of Enemy Troops,Before Each Round,Curse DMG Taken(DMG Coefficient 1.33),And DMG Taken Increased(Affected By DES Attribute)",DMG Taken Increased
1,1003,5,0,0,FX_slash_56,{贪婪之力},"{从第1回合起},{自身部队},{受到伤害降低}({受防御属性影响}),{在每回合行动前},{恢复兵力}({治疗系数} 1.00),{并且} {受到普通攻击时},100% {反击}({伤害系数} 1.00)",0.25,{受到伤害降低},8,0.012,0.13,1,0,0,8_1_7_1_1_0.13_0_0_0_8_1_1+107_1_7_1_1_1.00_0_0_0_8_0_0+81_1_7_1_1_1.00_0_0_0_8_0_0,0,Power Greed,"From The 1st Round,Own Troop,DMG Taken Reduced(Affected By DEF Attribute),Before Each Round,Restore Life(Healing Coefficient 1.00),And When Receiving A Normal ATK,100% Counterattack(DMG Coefficient 1.00)",DMG Taken Reduced
1,1004,5,0,0,FX_slash_46,{岩之火},"{从第1回合起},{使3个敌方部队},{在每回合行动前},{受到燃烧伤害}({伤害系数} 1.33),{并且} {所有属性降低}({受破坏属性影响})",0.114,{所有属性降低},28,0.0057,0.057,1,0,0,108_1_2_3_1_1.33_0_0_0_8_0_0+28_1_0_3_1_0.057_0_0_0_8_1_1,0,Rock Fire,"From The 1st Round,Make 3 Of Enemy Troops,Before Each Round,Burning DMG Taken(DMG Coefficient 1.33),And All Attributes Reduced(Affected By DES Attribute)",All Attributes Reduced
1,1005,5,0,0,FX_slash_56,{恶魔果实},"{从第1回合起},{自身部队},{受到伤害降低}({受防御属性影响}),{受到任意攻击时},{恢复兵力}({治疗系数} 0.76),{并且} {受到普通攻击时},100% {反击}({伤害系数} 1.33)",0.25,{受到伤害降低},8,0.012,0.13,1,0,0,8_1_7_1_1_0.13_0_0_0_8_1_1+74_1_7_1_1_0.76_0_0_0_8_0_0+81_1_7_1_1_1.33_0_0_0_8_0_0,0,Devil Fruit,"From The 1st Round,Own Troop,DMG Taken Reduced(Affected By DEF Attribute),When Receiving Any Normal ATK,Restore Life(Healing Coefficient 0.76),And When Receiving A Normal ATK,100% Counterattack(DMG Coefficient 1.33)",DMG Taken Reduced
1,1006,5,0,0,FX_slash_46,{万蛇怒},"{从第1回合起},{使3个敌方部队},{在每回合行动前},{受到燃烧伤害}({伤害系数} 1.52),{并且} {造成伤害降低}({受破坏属性影响}),{并且} {在每回合行动前} 50%{概率} {处于缴械状态},{无法进行普通攻击}",0.152,{造成伤害降低},6,0.0076,0.076,1,0,0,108_1_2_3_1_1.52_0_0_0_8_0_0+6_1_0_3_1_0.076_0_0_0_8_1_1+84_1_0_3_0.50_0_0_0_0_8_0_0,0,Wrath Serpent,"From The 1st Round,Make 3 Of Enemy Troops,Before Each Round,Burning DMG Taken(DMG Coefficient 1.52),And DMG Dealt Reduced(Affected By DES Attribute),And Before Each Round 50%Probability In A Disarmed State,Cannot Launch Normal ATK",DMG Dealt Reduced
1,1007,5,0,0,FX_slash_49,{黑色泥沼},"{从第1回合起},{使3个敌方部队},{在每回合行动前},{受到咒术伤害}({伤害系数} 1.52),{并且} {受到伤害提高}({受破坏属性影响}),{并且} {在每回合行动前} 50%{概率} {处于沉默状态},{无法发动战术技能}",0.152,{受到伤害提高},7,0.0076,0.076,1,0,0,109_1_2_3_1_1.52_0_0_0_8_0_0+7_1_0_3_1_0.076_0_0_0_8_1_1+85_1_0_3_0.50_0_0_0_0_8_0_0,0,Black Bog,"From The 1st Round,Make 3 Of Enemy Troops,Before Each Round,Curse DMG Taken(DMG Coefficient 1.52),And DMG Taken Increased(Affected By DES Attribute),And Before Each Round 50%Probability In A Silenced State,Cannot Launch Tactical Skills",DMG Taken Increased
1,1008,5,0,0,FX_slash_55,{风佑},"{从第1回合起},{自身部队},{受到伤害降低}({受防御属性影响}),{普通攻击时},100% {溅射其他敌人}({伤害系数} 1.00),{并且} {受到普通攻击时},100% {反击}({伤害系数} 1.52)",0.25,{受到伤害降低},8,0.012,0.13,1,0,0,8_1_7_1_1_0.13_0_0_0_8_1_1+82_1_7_1_1_1.00_0_0_0_8_0_0+81_1_7_1_1_1.52_0_0_0_8_0_0,0,Wind Guardian,"From The 1st Round,Own Troop,DMG Taken Reduced(Affected By DEF Attribute),When ATK Normally,100% Splash On Other Enemies(DMG Coefficient 1.00),And When Receiving A Normal ATK,100% Counterattack(DMG Coefficient 1.52)",DMG Taken Reduced
1,1009,5,0,0,FX_slash_46,{震天吼},"{从第1回合起},{使3个敌方部队},{在每回合行动前},{受到燃烧伤害}({伤害系数} 1.69),{并且} {受到伤害提高}({受破坏属性影响}),{并且} {在每回合行动前} 50%{概率} {处于眩晕状态},{无法行动}",0.152,{受到伤害提高},7,0.0076,0.076,1,0,0,108_1_2_3_1_1.69_0_0_0_8_0_0+7_1_0_3_1_0.076_0_0_0_8_1_1+83_1_0_3_0.50_0_0_0_0_8_0_0,0,Shocking Roar,"From The 1st Round,Make 3 Of Enemy Troops,Before Each Round,Burning DMG Taken(DMG Coefficient 1.69),And DMG Taken Increased(Affected By DES Attribute),And Before Each Round 50%Probability In A Stunned State,Unable To Move",DMG Taken Increased
1,1011,5,0,0,FX_slash_56,{霸体},"{从第1回合起},{自身部队},{处于专注状态},{免疫}：{缴械}、{沉默}、{眩晕}、{混乱}、{嘲讽},{并且} {攻击属性提高}({受防御属性影响})",15.2,{攻击属性提高},9,0.76,7.6,1,0,0,113_1_7_1_1_0_0_0_0_8_0_0+9_1_0_1_1_0_7.6_0_0_8_1_1,0,Super Armor,"From The 1st Round,Own Troop,In A Focused State,Immune：Disarm、Silence、Stun、Chaos、Taunts,And ATK Attribute Increased(Affected By DEF Attribute)",ATK Attribute Increased
1,1025,5,0,0,FX_slash_55+FX_slash_49,{龙威},"{从第1回合起},{自身部队},{处于永恒状态},{属性不会发生改变},{并且} {处于专注状态},{使3个敌方部队},{受到伤害提高}({受破坏属性影响}),{并且} {在每回合行动前},25%{概率},{处于缴械状态},25%{概率},{处于沉默状态},25%{概率},{处于混乱状态}",0.25,{受到伤害提高},7,0.012,0.13,1,0,0,89_1_7_1_1_0_0_0_0_8_0_0+113_1_0_1_1_0_0_0_0_8_0_0+7_1_2_3_1_0.13_0_0_0_8_1_1+84_1_0_1_0.25_0_0_0_0_8_0_0+85_1_0_1_0.25_0_0_0_0_8_0_0+86_1_0_1_0.25_0_0_0_0_8_0_0,0,Dragon Serious,"From The 1st Round,Own Troop,In An Eternal State,Attribute Will Not Be Changed,And In A Focused State,Make 3 Of Enemy Troops,DMG Taken Increased(Affected By DES Attribute),And Before Each Round,25%Probability,In A Disarmed State,25%Probability,In A Silenced State,25%Probability,In A Chaos State",DMG Taken Increased
1,1026,5,0,0,FX_slash_55,{谨慎},"{从第1回合起},{使3个我方部队},{受到伤害降低}({受防御属性影响}),{但是} {造成伤害降低} 50%({不受属性影响})",0.16,{受到伤害降低},8,0.008,0.08,1,0,0,8_1_4_3_1_0.13_0_0_0_8_1_1+6_1_0_3_1_0.50_0_0_0_8_0_0,0,Prudent,"From The 1st Round,Make 3 Of our Troops,DMG Taken Reduced(Affected By DEF Attribute),But DMG Dealt Reduced 50%(Not Affected By Attribute)",DMG Taken Reduced
1,1027,5,0,0,FX_slash_55,{神兵天佑},"{从第1回合起},{使3个我方部队},{受到伤害降低}({受防御属性影响}),{但是} {造成伤害降低} 35%({不受属性影响}),{并且} {在前4回合},{处于永恒状态},{属性不会发生改变},{从第5回合起},{处于专注状态}",0.19,{受到伤害降低},8,0.01,0.09,1,0,0,8_1_4_3_1_0.13_0_0_0_8_1_1+6_1_0_3_1_0.35_0_0_0_8_0_0+89_1_0_3_1_0_0_0_0_4_0_0+113_5_0_3_1_0_0_0_0_4_0_0,0,Bless Immortals,"From The 1st Round,Make 3 Of our Troops,DMG Taken Reduced(Affected By DEF Attribute),But DMG Dealt Reduced 35%(Not Affected By Attribute),And In The First 4 Rounds,In An Eternal State,Attribute Will Not Be Changed,From The 5th Round,In A Focused State",DMG Taken Reduced
1,1028,5,0,0,FX_slash_55+FX_slash_5,{高天之怒},"{从第1回合起},{使3个我方部队},{处于永恒状态},{属性不会发生改变},{并且} {处于专注状态},{并且} {受到伤害降低}({受防御属性影响}),{使3个敌方部队},{在每回合行动前},{受到咒术伤害}({伤害系数} 1.69)",0.22,{受到伤害降低},8,0.011,0.11,1,0,0,89_1_4_3_1_0_0_0_0_8_0_0+113_1_0_3_1_0_0_0_0_8_0_0+8_1_0_3_1_0.13_0_0_0_8_1_1+109_1_2_3_1_1.69_0_0_0_8_0_0,0,Battle Fury,"From The 1st Round,Make 3 Of our Troops,In An Eternal State,Attribute Will Not Be Changed,And In A Focused State,And DMG Taken Reduced(Affected By DEF Attribute),Make 3 Of Enemy Troops,Before Each Round,Curse DMG Taken(DMG Coefficient 1.69)",DMG Taken Reduced
1,1029,5,0,0,FX_slash_22,{树灵庇护},"{从第1回合起},{自身部队},{受到伤害降低}({受防御属性影响}),{并且} {受到普通攻击时},100% {反击}({伤害系数} 1.00)",0.25,{受到伤害降低},8,0.012,0.13,1,0,0,8_1_7_1_1_0.13_0_0_0_8_1_1+81_1_7_1_1.0_1.0_0_0_0_8_0_0,0,Tree Spirit Shelter,"From The 1st Round,Own Troop,DMG Taken Reduced(Affected By DEF Attribute),And When Receiving A Normal ATK,100% Counterattack(DMG Coefficient 1.00)",DMG Taken Reduced
1,1030,5,0,0,FX_slash_56,{黑曜},"{从第1回合起},{自身部队},{普通攻击时},{攻击附加真实伤害}({受攻击属性影响},{真实伤害基数} 35),{并且} {有几率} {连击}",0.8,{效果触发概率},1,0.04,0.4,1,0,0,70_1_7_1_1_0_35_0_0_8_0_1+80_1_7_1_0.4_0_0_0_0_8_1_0,0,Obsidian,"From The 1st Round,Own Troop,When ATK Normally,ATK Adds Real DMG(Affected By ATK Attribute,Real DMG Base 35),And A Chance to Combo",Effect Trigger Probability
1,1031,5,0,0,FX_slash_63,{狐影},"{从第1回合起},{自身部队},{造成伤害提高}({受速度属性影响}),{并且} {每回合} 50% {概率} {优先出手}",0.152,{造成伤害提高},5,0.0076,0.076,1,0,0,5_1_7_1_1_0.076_0_0_0_8_1_1+79_1_0_1_0.50_0_0_0_0_8_0_0,0,Fox Shadow,"From The 1st Round,Own Troop,DMG Dealt Increased(Affected By Spd Attribute),And Each Round 50% Probability Prioritizes ATK",DMG Dealt Increased
1,1032,5,0,0,FX_slash_46,{炼狱之焰},"{从第1回合起},{使3个敌方部队},{在每回合行动前},{受到燃烧伤害}({伤害系数} 1.33),{并且} {受到伤害提高}({受破坏属性影响})",0.152,{受到伤害提高},7,0.0076,0.076,1,0,0,108_1_2_3_1_1.33_0_0_0_8_0_0+7_1_0_3_1_0.076_0_0_0_8_1_1,0,Infernal Flame,"From The 1st Round,Make 3 Of Enemy Troops,Before Each Round,Burning DMG Taken(DMG Coefficient 1.33),And DMG Taken Increased(Affected By DES Attribute)",DMG Taken Increased
1,1033,5,0,0,FX_slash_55,{极风盾},"{从第1回合起},{自身部队},{受到伤害降低}({受防御属性影响}),{并且} {在每回合行动前},{恢复兵力}({治疗系数} 1.20)",0.25,{受到伤害降低},8,0.012,0.13,1,0,0,8_1_7_1_1_0.13_0_0_0_8_1_1+107_1_7_1_1_1.20_0_0_0_8_0_0,0,Extreme Wind Shield,"From The 1st Round,Own Troop,DMG Taken Reduced(Affected By DEF Attribute),And Before Each Round,Restore Life(Healing Coefficient 1.20)",DMG Taken Reduced
1,1034,5,0,0,FX_slash_49,{震岩术},"{从第1回合起},{使3个敌方部队},{战术技能伤害降低} 11.2%({受破坏属性影响}),{并且} {使3个敌方部队} {所有属性降低}({受破坏属性影响})",15.2,{所有属性降低},18,0.76,7.6,1,0,0,32_1_4_3_1_0.112_0_0_0_8_0_1+18_1_0_3_1_0_7.6_0_0_8_1_1,0,Rockquake Spell,"From The 1st Round,Make 3 Of Enemy Troops,Tactical Skill DMG Dealt Reduced 11.2%(Affected By DES Attribute),And Make 3 Of Enemy Troops All Attributes Reduced(Affected By DES Attribute)",All Attributes Reduced
1,1035,5,0,0,FX_slash_23,{霜冻},"{从第1回合起},{使3个我方部队},{处于瞬法状态},{发动需要准备的战术技能时},{有几率} {减少1回合准备时间},{并且} {战术技能伤害提高} 11.4%({受速度属性影响})",0.6,{效果触发概率},1,0.03,0.3,1,0,0,88_1_4_3_0.30_0_0_0_0_8_1_0+31_1_0_3_1_0.114_0_0_0_8_0_1,0,Frost Freeze,"From The 1st Round,Make 3 Of our Troops,In A Swiftcast State,When Activating The Tactical Skills That Needed To Prepare,A Chance to Reduce Preparation Time By 1 Round,And Tactical Skill DMG Dealt Increased 11.4%(Affected By Spd Attribute)",Effect Trigger Probability
1,1036,5,0,0,FX_slash_46,{炼狱亡歌},"{从第1回合起},{使3个敌方部队},{所有属性降低}({受破坏属性影响}),{并且} {在每回合行动前},{受到燃烧伤害}({伤害系数} 1.52)",20,{所有属性降低},18,1,10,1,0,0,18_1_2_3_1_0_10_0_0_8_1_1+108_1_0_3_1_1.52_0_0_0_8_0_0,0,Purgatory Elegy,"From The 1st Round,Make 3 Of Enemy Troops,All Attributes Reduced(Affected By DES Attribute),And Before Each Round,Burning DMG Taken(DMG Coefficient 1.52)",All Attributes Reduced
1,1037,5,0,0,FX_slash_22,{光叶},"{从第1回合起},{自身部队},{追击技能伤害提高}({受速度属性影响}),{并且} {普通攻击时},75% {概率} {连击}",0.3,{追击技能伤害提高},33,0.015,0.15,1,0,0,33_1_7_1_1_0.057_0_0_0_8_1_1+80_1_0_1_0.75_0_0_0_0_8_0_0,0,Glowing Leaf,"From The 1st Round,Own Troop,Pursuit Skill DMG Dealt Increased(Affected By Spd Attribute),And When ATK Normally,75% Probability Combo",Pursuit Skill DMG Dealt Increased
1,1038,5,0,0,FX_slash_49,{地裂冲},"{从第1回合起},{使3个敌方部队},{受到伤害提高}({受破坏属性影响}),{并且} {从第4回合起},{在每回合行动前},25% {概率} {处于眩晕状态},{无法行动}",0.152,{受到伤害提高},7,0.0076,0.076,1,0,0,7_1_2_3_1_0.076_0_0_0_8_1_1+83_4_0_3_0.25_0_0_0_0_5_0_0,0,Earthshatter Impact,"From The 1st Round,Make 3 Of Enemy Troops,DMG Taken Increased(Affected By DES Attribute),And From The 4th Round,Before Each Round,25% Probability In A Stunned State,Unable To Move",DMG Taken Increased
1,1039,5,0,0,FX_slash_55,{冰龙之威},"{从第1回合起},{自身部队},{造成伤害提高}({受速度属性影响}),{并且} {获得2层护盾,可以抵挡2次伤害}",0.2,{造成伤害提高},5,0.01,0.1,1,0,0,5_1_7_1_1_0.10_0_0_0_8_1_1+73_0_7_1_1_0_0_2_0_8_0_0,0,Ice Dragon Might,"From The 1st Round,Own Troop,DMG Dealt Increased(Affected By Spd Attribute),And Gain 2 Layers Of Shield, Which Can Block 2 DMG",DMG Dealt Increased
1,1040,5,0,0,FX_slash_34,{烈焰斩},"{从第1回合起},{自身部队},{处于强袭状态},{攻击附加真实伤害}({受攻击属性影响}),{并且} {攻击属性提高} 15.2%({受防御属性影响})",50,{真实伤害基数},41,2.5,25,1,0,0,70_1_7_1_1_0_25_0_0_8_1_1+19_1_0_1_1_0.152_0_0_0_8_0_1,0,Blazing Slash,"From The 1st Round,Own Troop,In An Assaulted State,ATK Adds Real DMG(Affected By ATK Attribute),And ATK Attribute Increased 15.2%(Affected By DEF Attribute)",Real DMG Base
1,1041,5,0,0,FX_slash_55+FX_slash_5,{冰魄裁决},"{从第1回合起},{自身部队},{处于永恒状态},{属性不会发生改变},{并且} {使3个敌方部队},{在每回合行动前},{受到咒术伤害}",1.8,{伤害系数},2,0.09,0.9,1,0,0,89_1_7_1_1_0_0_0_0_8_0_0+109_1_2_3_1_0.9_0_0_0_8_1_0,0,Ice Soul Judgment,"From The 1st Round,Own Troop,In An Eternal State,Attribute Will Not Be Changed,And Make 3 Of Enemy Troops,Before Each Round,Curse DMG Taken",DMG Coefficient
1,1042,5,0,0,FX_slash_55+FX_slash_46,{炽爪重击},"{从第1回合起},{自身部队},{处于永恒状态},{属性不会发生改变},{并且} {使3个敌方部队},{在每回合行动前},{受到燃烧伤害}",1.8,{伤害系数},2,0.09,0.9,1,0,0,89_1_7_1_1_0_0_0_0_8_0_0+108_1_2_3_1_0.9_0_0_0_8_1_0,0,Burning Claw Bash,"From The 1st Round,Own Troop,In An Eternal State,Attribute Will Not Be Changed,And Make 3 Of Enemy Troops,Before Each Round,Burning DMG Taken",DMG Coefficient
1,1043,5,0,0,FX_slash_34,{翠剑云涌},"{从第1回合起},{自身部队},{处于强袭状态},{攻击附加真实伤害}({受攻击属性影响}),{并且} {战术技能伤害提高} 15.2%({受速度属性影响})",50,{真实伤害基数},41,2.5,25,1,0,0,70_1_7_1_1_0_25_0_0_8_1_1+31_1_0_1_1_0.152_0_0_0_8_0_1,0,Verdant Sword Surge,"From The 1st Round,Own Troop,In An Assaulted State,ATK Adds Real DMG(Affected By ATK Attribute),And Tactical Skill DMG Dealt Increased 15.2%(Affected By Spd Attribute)",Real DMG Base
1,1044,5,0,0,FX_slash_58,{血岩之力},"{从第1回合起},{使3个敌方部队},{所有属性降低}({受破坏属性影响}),{并且} {在每回合行动前} 40% {概率} {处于混乱状态},{进行无差别攻击}",0.2,{所有属性降低},28,0.01,0.1,1,0,0,28_1_2_3_1_0.1_0_0_0_8_1_1+86_1_0_3_0.40_0_0_0_0_8_0_0,0,Bloodstone Power,"From The 1st Round,Make 3 Of Enemy Troops,All Attributes Reduced(Affected By DES Attribute),And Before Each Round 40% Probability In A Chaos State,Carry Out Undifferentiated ATK",All Attributes Reduced
