DateId,plotId,bgnum,characterList,speaker,emoji,content,content_en
12,2,4,-1_-2,-2,0,{堂堂一城之主，居然带我来翻果园的墙，也太不正经了。},"The dignified Lord of a city, actually bringing me to climb over the orchard wall. That's so improper."
12,3,4,-1_-2,-1,0,{这叫浪漫，全领地只有你能有这个待遇。},"This is called romance. In the whole territory, only you get this treatment."
12,4,4,-1_-2,-2,0,{你看树梢那颗，红得透亮，肯定是整个果园最甜的蜜果。},Look at that one on the treetop. It's so bright red. It must be the sweetest fruit in the whole orchard.
12,5,4,-1_-2,-1,0,{等着，我这就爬上去摘下来给你尝尝。},Wait here. I'll climb up and pick it for you to taste.
12,6,4,-1_-2,-2,0,{哇，果肉好饱满，隔着果皮都能闻到甜香。},"Wow, the flesh is so plump. Even through the skin, you can smell its sweet fragrance."
12,7,4,-1_-2,-1,0,{嘘，别出声，有巡逻卫兵的脚步声过来了。},"Shh, don't make a sound. The footsteps of the patrolling guards are coming this way."
12,8,4,-1_-2,-2,0,{是卫兵吗，我们现在跑还来得及吗。},Is it the guards? Can we still run?
12,9,4,-1_-2,-1,0,{快躲进树丛里，千万别发出声音。},"Quickly hide in the bushes. Don't make a sound, no matter what."
12,10,4,-1_-2,-2,0,{唔…城主你捂得我都快喘不过气了。},"Mmm... Lord, you're covering me so tightly I can hardly breathe."
12,11,4,-1_-2,-1,0,{再忍忍，脚步声离我们越来越近了。},Bear with it a little longer. The footsteps are getting closer.
12,12,4,-1_-2,-1,0,{太好了，脚步声终于走远了，我们安全了。},"Great, the footsteps have finally faded away. We're safe."
12,13,4,-1_-2,-1,0,{你刚才憋笑憋得脸都红了，就这么好笑吗。},You were holding back laughter so hard your face turned red. Was it really that funny?
12,14,4,-1_-2,-2,0,{噗嗤，当然好笑，哪有人偷自己家果子还要躲卫兵的。},"Pfft, of course it's funny. Who steals fruit from their own home and has to hide from the guards?"
12,15,4,-1_-2,-1,0,{啊…说的也是，我怎么把这事给忘了。},Ah... you're right. How could I have forgotten that?
12,16,4,-1_-2,-2,0,{笨蛋城主，跟我在一起的时候，连自己是城主都记不住了吗。},"Silly Lord, when you're with me, you even forget that you're the Lord?"
12,17,4,-1_-2,-1,0,{来，坐这根粗树枝上，这里能看到整片夜空的月亮。},"Come, sit on this thick branch. From here you can see the moon in the whole night sky."
12,18,4,-1_-2,-2,0,{这蜜果真的好甜，就像城主大人给我的感觉一样。},"This honey fruit is so sweet, just like the feeling you give me, Lord."
12,19,4,-1_-2,-2,0,{下次我们光明正大地来，带最大的篮子，摘满整个果园。},"Next time we'll come openly, bring the biggest basket, and pick the whole orchard full."
12,20,4,-1_-2,-1,0,{好，那我们一言为定，这是只属于我们两个人的约定。},"Okay, then it's settled. This is a promise that belongs only to the two of us."
