id,icon,name,rare,type,use_type,gotoPanel,PosType,Effect,Value,timeinfo,des,name_en,des_en,timeinfo_en
4029,b_754,{装饰建筑}-{庆典黑板},4,2,2,0,0,120_5,754,4★,{使用后获得}：{装饰建筑},Decorative Building-Festival Blackboard,After Use Get：Decorative Building,
4030,b_755,{装饰建筑}-{庆典树群}-1,3,2,2,0,0,120_1,755,3★,{使用后获得}：{装饰建筑},Decorative Building-Festival Trees-1,After Use Get：Decorative Building,
4031,b_756,{装饰建筑}-{庆典树群}-2,3,2,2,0,0,120_1,756,3★,{使用后获得}：{装饰建筑},Decorative Building-Festival Trees-2,After Use Get：Decorative Building,
4032,b_757,{装饰建筑}-{庆典树群}-3,3,2,2,0,0,120_1,757,3★,{使用后获得}：{装饰建筑},Decorative Building-Festival Trees-3,After Use Get：Decorative Building,
4033,b_758,{装饰建筑}-{庆典树群}-4,3,2,2,0,0,120_1,758,3★,{使用后获得}：{装饰建筑},Decorative Building-Festival Trees-4,After Use Get：Decorative Building,
4034,b_901,{装饰建筑}-{云朵沙发},5,2,2,0,0,120_10,901,5★,{使用后获得}：{装饰建筑},Decorative Building-Cloud Sofa,After Use Get：Decorative Building,
4035,b_902,{装饰建筑}-{木墩},4,2,2,0,0,120_3,902,4★,{使用后获得}：{装饰建筑},Decorative Building-Tree Stump,After Use Get：Decorative Building,
4036,b_903,{装饰建筑}-{圆型茶几},4,2,2,0,0,120_3,903,4★,{使用后获得}：{装饰建筑},Decorative Building-Round Coffee Table,After Use Get：Decorative Building,
4037,b_904,{装饰建筑}-{圆形餐桌}-1,4,2,2,0,0,120_5,904,4★,{使用后获得}：{装饰建筑},Decorative Building-Round Dining Table-1,After Use Get：Decorative Building,
4038,b_905,{装饰建筑}-{圆形餐桌}-2,4,2,2,0,0,120_5,905,4★,{使用后获得}：{装饰建筑},Decorative Building-Round Dining Table-2,After Use Get：Decorative Building,
4039,b_906,{装饰建筑}-{长条餐桌}-1,4,2,2,0,0,120_5,906,4★,{使用后获得}：{装饰建筑},Decorative Building-Long Dining Table-1,After Use Get：Decorative Building,
4040,b_907,{装饰建筑}-{长条餐桌}-2,4,2,2,0,0,120_5,907,4★,{使用后获得}：{装饰建筑},Decorative Building-Long Dining Table-2,After Use Get：Decorative Building,
4041,b_759,{装饰建筑}-{圣诞树},4,2,2,0,0,120_5,759,4★,{使用后获得}：{装饰建筑},Decorative Building-Christmas Tree,After Use Get：Decorative Building,
4042,b_760,{装饰建筑}-{旋转木马},6,2,2,0,0,120_30,760,6★,{使用后获得}：{装饰建筑},Decorative Building-Carousel,After Use Get：Decorative Building,
4043,b_506,{装饰建筑}-{部落图腾},3,2,2,0,0,120_1,506,3★,{使用后获得}：{装饰建筑},Decorative Building-Totem Pole,After Use Get：Decorative Building,
4044,b_507,{装饰建筑}-{圣水盆},3,2,2,0,0,120_1,507,3★,{使用后获得}：{装饰建筑},Decorative Building-Holy Water Basin,After Use Get：Decorative Building,
4045,b_508,{装饰建筑}-{中式假山}-I,3,2,2,0,0,120_1,508,3★,{使用后获得}：{装饰建筑},Decorative Building-Chinese Rockery-I,After Use Get：Decorative Building,
4046,b_509,{装饰建筑}-{中式假山}-II,3,2,2,0,0,120_1,509,3★,{使用后获得}：{装饰建筑},Decorative Building-Chinese Rockery-II,After Use Get：Decorative Building,
4047,b_606,{装饰建筑}-{泳池},5,2,2,0,0,120_10,606,5★,{使用后获得}：{装饰建筑},Decorative Building-Swimming Pool,After Use Get：Decorative Building,
4048,b_607,{装饰建筑}-{猫猫喷泉}({中型}),5,2,2,0,0,120_10,607,5★,{使用后获得}：{装饰建筑},Decorative Building-Cat Fountain(M),After Use Get：Decorative Building,
4049,b_608,{装饰建筑}-{猫猫喷泉}({大型}),6,2,2,0,0,120_30,608,6★,{使用后获得}：{装饰建筑},Decorative Building-Cat Fountain(L),After Use Get：Decorative Building,
4050,b_714,{装饰建筑}-{大天使雕像},5,2,2,0,0,120_10,714,5★,{使用后获得}：{装饰建筑},Decorative Building-Archangel Statue,After Use Get：Decorative Building,
4051,b_715,{装饰建筑}-{猫猫雕像},5,2,2,0,0,120_10,715,5★,{使用后获得}：{装饰建筑},Decorative Building-Cat Statue,After Use Get：Decorative Building,
4052,b_716,{装饰建筑}-{女神像},5,2,2,0,0,120_10,716,5★,{使用后获得}：{装饰建筑},Decorative Building-Goddess Statue,After Use Get：Decorative Building,
4053,b_761,{装饰建筑}-{圣诞水晶球},6,2,2,0,0,120_30,761,6★,{使用后获得}：{装饰建筑},Decorative Building-Christmas Snow Globe,After Use Get：Decorative Building,
4054,b_119,{装饰建筑}-{银杏树}-II,4,2,2,0,0,120_2,119,4★,{使用后获得}：{装饰建筑},Decorative Building-Ginkgo-II,After Use Get：Decorative Building,
4055,b_120,{装饰建筑}-{樱花树}-II,4,2,2,0,0,120_2,120,4★,{使用后获得}：{装饰建筑},Decorative Building-Sakura-II,After Use Get：Decorative Building,
4056,b_214,{装饰建筑}-{玫瑰花坛},3,2,2,0,0,120_1,214,3★,{使用后获得}：{装饰建筑},Decorative Building-Rose Bed,After Use Get：Decorative Building,
4057,b_215,{装饰建筑}-{蔷薇花},3,2,2,0,0,120_1,215,3★,{使用后获得}：{装饰建筑},Decorative Building-Rose,After Use Get：Decorative Building,
4058,b_609,{装饰建筑}-{天鹅池},5,2,2,0,0,120_10,609,5★,{使用后获得}：{装饰建筑},Decorative Building-Swan Pond,After Use Get：Decorative Building,
4059,b_762,{装饰建筑}-{玫瑰笼},5,2,2,0,0,120_10,762,5★,{使用后获得}：{装饰建筑},Decorative Building-Rose Trellis,After Use Get：Decorative Building,
4060,b_763,{装饰建筑}-{站台},5,2,2,0,0,120_10,763,5★,{使用后获得}：{装饰建筑},Decorative Building-Platform,After Use Get：Decorative Building,
4061,b_908,{装饰建筑}-{红石桌}-1,4,2,2,0,0,120_5,908,4★,{使用后获得}：{装饰建筑},Decorative Building-Red Stone Table-1,After Use Get：Decorative Building,
4062,b_909,{装饰建筑}-{红石桌}-2,4,2,2,0,0,120_5,909,4★,{使用后获得}：{装饰建筑},Decorative Building-Red Stone Table-2,After Use Get：Decorative Building,
4063,b_910,{装饰建筑}-{黄石桌}-1,4,2,2,0,0,120_5,910,4★,{使用后获得}：{装饰建筑},Decorative Building-Yellow Stone Table-1,After Use Get：Decorative Building,
4064,b_911,{装饰建筑}-{黄石桌}-2,4,2,2,0,0,120_5,911,4★,{使用后获得}：{装饰建筑},Decorative Building-Yellow Stone Table-2,After Use Get：Decorative Building,
4501,m_4501,{初心者}({头饰}),1,2,5,LordSkinSetPanel_4501,0,5_1+144_100+120_5,1,1★,{使用后获得}：{领主时装},Beginner(Headwear),After Use Get：Lord Fashion,
4502,m_4502,{初心者}({服饰}),1,2,5,LordSkinSetPanel_4502,0,15_1+144_100+120_10,2,1★,{使用后获得}：{领主时装},Beginner(Clothing),After Use Get：Lord Fashion,
4503,m_4503,{初心者}({饰品}),1,2,5,LordSkinSetPanel_4503,0,10_1+144_100+120_10,3,1★,{使用后获得}：{领主时装},Beginner(Accessory),After Use Get：Lord Fashion,
4504,m_4501,{侍者}({头饰}),2,2,5,LordSkinSetPanel_4504,0,5_2+144_200+120_10,1,2★,{使用后获得}：{领主时装},Attendant(Headwear),After Use Get：Lord Fashion,
4505,m_4502,{侍者}({服饰}),2,2,5,LordSkinSetPanel_4505,0,15_2+144_200+120_20,2,2★,{使用后获得}：{领主时装},Attendant(Clothing),After Use Get：Lord Fashion,
4506,m_4503,{侍者}({饰品}),2,2,5,LordSkinSetPanel_4506,0,10_2+144_200+120_20,3,2★,{使用后获得}：{领主时装},Attendant(Accessory),After Use Get：Lord Fashion,
4507,m_4501,{喵喵玩趣}({头饰}),2,2,5,LordSkinSetPanel_4507,0,5_2+144_200+120_10,1,2★,{使用后获得}：{领主时装},Meow Fun(Headwear),After Use Get：Lord Fashion,
4508,m_4502,{喵喵玩趣}({服饰}),2,2,5,LordSkinSetPanel_4508,0,15_2+144_200+120_20,2,2★,{使用后获得}：{领主时装},Meow Fun(Clothing),After Use Get：Lord Fashion,
4509,m_4503,{喵喵玩趣}({饰品}),2,2,5,LordSkinSetPanel_4509,0,20_2+144_200+120_20,3,2★,{使用后获得}：{领主时装},Meow Fun(Accessory),After Use Get：Lord Fashion,
4510,m_4501,{荣耀统治}({头饰}),3,2,5,LordSkinSetPanel_4510,0,5_3+144_300+120_15,1,3★,{使用后获得}：{领主时装},Reign Glory(Headwear),After Use Get：Lord Fashion,
4511,m_4502,{荣耀统治}({服饰}),3,2,5,LordSkinSetPanel_4511,0,15_3+144_300+120_30,2,3★,{使用后获得}：{领主时装},Reign Glory(Clothing),After Use Get：Lord Fashion,
4512,m_4503,{荣耀统治}({饰品}),3,2,5,LordSkinSetPanel_4512,0,10_3+144_300+120_30,3,3★,{使用后获得}：{领主时装},Reign Glory(Accessory),After Use Get：Lord Fashion,
4513,m_4501,{冰雪绒球}({头饰}),3,2,5,LordSkinSetPanel_4513,0,5_3+144_300+120_15,1,3★,{使用后获得}：{领主时装},Snow Pompom(Headwear),After Use Get：Lord Fashion,
4514,m_4502,{冰雪绒球}({服饰}),3,2,5,LordSkinSetPanel_4514,0,15_3+144_300+120_30,2,3★,{使用后获得}：{领主时装},Snow Pompom(Clothing),After Use Get：Lord Fashion,
4515,m_4503,{冰雪绒球}({饰品}),3,2,5,LordSkinSetPanel_4515,0,20_3+144_300+120_30,3,3★,{使用后获得}：{领主时装},Snow Pompom(Accessory),After Use Get：Lord Fashion,
4516,m_4501,{铁血霸主}({头饰}),3,2,5,LordSkinSetPanel_4516,0,5_3+144_300+120_15,1,3★,{使用后获得}：{领主时装},Iron Overlord(Headwear),After Use Get：Lord Fashion,
4517,m_4502,{铁血霸主}({服饰}),3,2,5,LordSkinSetPanel_4517,0,15_3+144_300+120_30,2,3★,{使用后获得}：{领主时装},Iron Overlord(Clothing),After Use Get：Lord Fashion,
4518,m_4503,{铁血霸主}({饰品}),3,2,5,LordSkinSetPanel_4518,0,10_3+144_300+120_30,3,3★,{使用后获得}：{领主时装},Iron Overlord(Accessory),After Use Get：Lord Fashion,
4519,m_4501,{仙侣奇缘}({头饰}),4,2,5,LordSkinSetPanel_4519,0,5_4+144_500+120_20,1,4★,{使用后获得}：{领主时装},Afairy couple(Headwear),After Use Get：Lord Fashion,
4520,m_4502,{仙侣奇缘}({服饰}),4,2,5,LordSkinSetPanel_4520,0,15_4+144_500+120_40,2,4★,{使用后获得}：{领主时装},Afairy couple(Clothing),After Use Get：Lord Fashion,
4521,m_4503,{仙侣奇缘}({饰品}),4,2,5,LordSkinSetPanel_4521,0,10_4+144_500+120_40,3,4★,{使用后获得}：{领主时装},Afairy couple(Accessory),After Use Get：Lord Fashion,
4522,m_4501,{夜幕怪盗}({头饰}),4,2,5,LordSkinSetPanel_4522,0,5_4+144_500+120_20,1,4★,{使用后获得}：{领主时装},Night Thief(Headwear),After Use Get：Lord Fashion,
4523,m_4502,{夜幕怪盗}({服饰}),4,2,5,LordSkinSetPanel_4523,0,15_4+144_500+120_40,2,4★,{使用后获得}：{领主时装},Night Thief(Clothing),After Use Get：Lord Fashion,
4524,m_4503,{夜幕怪盗}({饰品}),4,2,5,LordSkinSetPanel_4524,0,20_4+144_500+120_40,3,4★,{使用后获得}：{领主时装},Night Thief(Accessory),After Use Get：Lord Fashion,
4525,m_4501,{都市先锋}({头饰}),4,2,5,LordSkinSetPanel_4525,0,5_4+144_500+120_20,1,4★,{使用后获得}：{领主时装},Urban Pioneer(Headwear),After Use Get：Lord Fashion,
4526,m_4502,{都市先锋}({服饰}),4,2,5,LordSkinSetPanel_4526,0,15_4+144_500+120_40,2,4★,{使用后获得}：{领主时装},Urban Pioneer(Clothing),After Use Get：Lord Fashion,
4527,m_4503,{都市先锋}({饰品}),4,2,5,LordSkinSetPanel_4527,0,10_4+144_500+120_40,3,4★,{使用后获得}：{领主时装},Urban Pioneer(Accessory),After Use Get：Lord Fashion,
4528,m_4501,{玫瑰之刃}({头饰}),5,2,5,LordSkinSetPanel_4528,0,5_5+25_400+144_750+120_30,1,5★,{使用后获得}：{领主时装},Rose Blade(Headwear),After Use Get：Lord Fashion,
4529,m_4502,{玫瑰之刃}({服饰}),5,2,5,LordSkinSetPanel_4529,0,15_5+35_400+144_750+120_60,2,5★,{使用后获得}：{领主时装},Rose Blade(Clothing),After Use Get：Lord Fashion,
4530,m_4503,{玫瑰之刃}({饰品}),5,2,5,LordSkinSetPanel_4530,0,20_5+40_400+144_750+120_60,3,5★,{使用后获得}：{领主时装},Rose Blade(Accessory),After Use Get：Lord Fashion,
4531,m_4501,{璀璨明星}({头饰}),6,2,5,LordSkinSetPanel_4531,0,5_6+25_600+144_1000+120_45,1,6★,{使用后获得}：{领主时装},Brilliant Star(Headwear),After Use Get：Lord Fashion,
4532,m_4502,{璀璨明星}({服饰}),6,2,5,LordSkinSetPanel_4532,0,15_6+35_600+144_1000+120_90,2,6★,{使用后获得}：{领主时装},Brilliant Star(Clothing),After Use Get：Lord Fashion,
4533,m_4503,{璀璨明星}({饰品}),6,2,5,LordSkinSetPanel_4533,0,20_6+40_600+144_1000+120_90,3,6★,{使用后获得}：{领主时装},Brilliant Star(Accessory),After Use Get：Lord Fashion,
4534,m_4501,{奇妙呱呱}({头饰}),2,2,5,LordSkinSetPanel_4534,0,5_2+144_200+120_10,1,2★,{使用后获得}：{领主时装},Bulbasaur(Headwear),After Use Get：Lord Fashion,
4535,m_4502,{奇妙呱呱}({服饰}),2,2,5,LordSkinSetPanel_4535,0,15_2+144_200+120_20,2,2★,{使用后获得}：{领主时装},Bulbasaur(Clothing),After Use Get：Lord Fashion,
4536,m_4503,{奇妙呱呱}({饰品}),2,2,5,LordSkinSetPanel_4536,0,20_2+144_200+120_20,3,2★,{使用后获得}：{领主时装},Bulbasaur(Accessory),After Use Get：Lord Fashion,
4537,m_4501,{牛仔萌猫}({头饰}),3,2,5,LordSkinSetPanel_4537,0,5_3+144_300+120_15,1,3★,{使用后获得}：{领主时装},Cowboy Cat(Headwear),After Use Get：Lord Fashion,
4538,m_4502,{牛仔萌猫}({服饰}),3,2,5,LordSkinSetPanel_4538,0,15_3+144_300+120_30,2,3★,{使用后获得}：{领主时装},Cowboy Cat(Clothing),After Use Get：Lord Fashion,
4539,m_4503,{牛仔萌猫}({饰品}),3,2,5,LordSkinSetPanel_4539,0,20_3+144_300+120_30,3,3★,{使用后获得}：{领主时装},Cowboy Cat(Accessory),After Use Get：Lord Fashion,
4540,m_4501,{秋日暖阳}({头饰}),4,2,5,LordSkinSetPanel_4540,0,5_4+144_500+120_20,1,4★,{使用后获得}：{领主时装},Autumn Sun(Headwear),After Use Get：Lord Fashion,
4541,m_4502,{秋日暖阳}({服饰}),4,2,5,LordSkinSetPanel_4541,0,15_4+144_500+120_40,2,4★,{使用后获得}：{领主时装},Autumn Sun(Clothing),After Use Get：Lord Fashion,
4542,m_4503,{秋日暖阳}({饰品}),4,2,5,LordSkinSetPanel_4542,0,10_4+144_500+120_40,3,4★,{使用后获得}：{领主时装},Autumn Sun(Accessory),After Use Get：Lord Fashion,
4543,m_4501,{贝彩珠光}({头饰}),4,2,5,LordSkinSetPanel_4543,0,5_4+144_500+120_20,1,4★,{使用后获得}：{领主时装},Shell Parl(Headwear),After Use Get：Lord Fashion,
4544,m_4502,{贝彩珠光}({服饰}),4,2,5,LordSkinSetPanel_4544,0,15_4+144_500+120_40,2,4★,{使用后获得}：{领主时装},Shell Parl(Clothing),After Use Get：Lord Fashion,
4545,m_4503,{贝彩珠光}({饰品}),4,2,5,LordSkinSetPanel_4545,0,10_4+144_500+120_40,3,4★,{使用后获得}：{领主时装},Shell Parl(Accessory),After Use Get：Lord Fashion,
4546,m_4501,{雪绒绮遇}({头饰}),4,2,5,LordSkinSetPanel_4546,0,5_4+144_500+120_20,1,4★,{使用后获得}：{领主时装},Muppet Encounter(Headwear),After Use Get：Lord Fashion,
4547,m_4502,{雪绒绮遇}({服饰}),4,2,5,LordSkinSetPanel_4547,0,15_4+144_500+120_40,2,4★,{使用后获得}：{领主时装},Muppet Encounter(Clothing),After Use Get：Lord Fashion,
4548,m_4503,{雪绒绮遇}({饰品}),4,2,5,LordSkinSetPanel_4548,0,10_4+144_500+120_40,3,4★,{使用后获得}：{领主时装},Muppet Encounter(Accessory),After Use Get：Lord Fashion,
4549,m_4501,{春日信笺}({头饰}),4,2,5,LordSkinSetPanel_4549,0,5_4+144_500+120_20,1,4★,{使用后获得}：{领主时装},Spring Letter(Headwear),After Use Get：Lord Fashion,
4550,m_4502,{春日信笺}({服饰}),4,2,5,LordSkinSetPanel_4550,0,15_4+144_500+120_40,2,4★,{使用后获得}：{领主时装},Spring Letter(Clothing),After Use Get：Lord Fashion,
4551,m_4503,{春日信笺}({饰品}),4,2,5,LordSkinSetPanel_4551,0,10_4+144_500+120_40,3,4★,{使用后获得}：{领主时装},Spring Letter(Accessory),After Use Get：Lord Fashion,
4552,m_4501,{青焰式神}({头饰}),5,2,5,LordSkinSetPanel_4552,0,5_5+25_400+144_750+120_30,1,0,{使用后获得}：{领主时装},Azure Shikigami(Headwear),After Use Get：Lord Fashion,
4553,m_4502,{青焰式神}({服饰}),5,2,5,LordSkinSetPanel_4553,0,15_5+35_400+144_750+120_60,2,0,{使用后获得}：{领主时装},Azure Shikigami(Clothing),After Use Get：Lord Fashion,
4554,m_4503,{青焰式神}({饰品}),5,2,5,LordSkinSetPanel_4554,0,10_5+30_400+144_750+120_60,3,0,{使用后获得}：{领主时装},Azure Shikigami(Accessory),After Use Get：Lord Fashion,
4555,m_4501,{星穹誓章}({头饰}),5,2,5,LordSkinSetPanel_4555,0,5_5+25_400+144_750+120_30,1,0,{使用后获得}：{领主时装},Stellar Covenant(Headwear),After Use Get：Lord Fashion,
4556,m_4502,{星穹誓章}({服饰}),5,2,5,LordSkinSetPanel_4556,0,15_5+35_400+144_750+120_60,2,0,{使用后获得}：{领主时装},Stellar Covenant(Clothing),After Use Get：Lord Fashion,
4557,m_4503,{星穹誓章}({饰品}),5,2,5,LordSkinSetPanel_4557,0,10_5+30_400+144_750+120_60,3,0,{使用后获得}：{领主时装},Stellar Covenant(Accessory),After Use Get：Lord Fashion,
4558,m_4501,{美丽童话}({头饰}),5,2,5,LordSkinSetPanel_4558,0,5_5+25_400+144_750+120_30,1,0,{使用后获得}：{领主时装},Fantasia(Headwear),After Use Get：Lord Fashion,
4559,m_4502,{美丽童话}({服饰}),5,2,5,LordSkinSetPanel_4559,0,15_5+35_400+144_750+120_60,2,0,{使用后获得}：{领主时装},Fantasia(Clothing),After Use Get：Lord Fashion,
4560,m_4503,{美丽童话}({饰品}),5,2,5,LordSkinSetPanel_4560,0,10_5+30_400+144_750+120_60,3,0,{使用后获得}：{领主时装},Fantasia(Accessory),After Use Get：Lord Fashion,
4561,m_4501,{青芜梦呓}({头饰}),5,2,5,LordSkinSetPanel_4561,0,5_5+25_400+144_750+120_30,1,0,{使用后获得}：{领主时装},Verdant Whisper(Headwear),After Use Get：Lord Fashion,
4562,m_4502,{青芜梦呓}({服饰}),5,2,5,LordSkinSetPanel_4562,0,15_5+35_400+144_750+120_60,2,0,{使用后获得}：{领主时装},Verdant Whisper(Clothing),After Use Get：Lord Fashion,
4563,m_4503,{青芜梦呓}({饰品}),5,2,5,LordSkinSetPanel_4563,0,10_5+30_400+144_750+120_60,3,0,{使用后获得}：{领主时装},Verdant Whisper(Accessory),After Use Get：Lord Fashion,
4564,m_4501,{花野野餐}({头饰}),4,2,5,LordSkinSetPanel_4564,0,5_4+144_500+120_20,1,4★,{使用后获得}：{领主时装},Blossom Picnic(Headwear),After Use Get：Lord Fashion,
4565,m_4502,{花野野餐}({服饰}),4,2,5,LordSkinSetPanel_4565,0,15_4+144_500+120_40,2,4★,{使用后获得}：{领主时装},Blossom Picnic(Clothing),After Use Get：Lord Fashion,
4566,m_4503,{花野野餐}({饰品}),4,2,5,LordSkinSetPanel_4566,0,10_4+144_500+120_40,3,4★,{使用后获得}：{领主时装},Blossom Picnic(Accessory),After Use Get：Lord Fashion,
4567,m_4501,{雪境狐语}({头饰}),5,2,5,LordSkinSetPanel_4567,0,5_5+25_400+144_750+120_30,1,0,{使用后获得}：{领主时装},Snow Fox(Headwear),After Use Get：Lord Fashion,
4568,m_4502,{雪境狐语}({服饰}),5,2,5,LordSkinSetPanel_4568,0,15_5+35_400+144_750+120_60,2,0,{使用后获得}：{领主时装},Snow Fox(Clothing),After Use Get：Lord Fashion,
4569,m_4503,{雪境狐语}({饰品}),5,2,5,LordSkinSetPanel_4569,0,10_5+30_400+144_750+120_60,3,0,{使用后获得}：{领主时装},Snow Fox(Accessory),After Use Get：Lord Fashion,
4570,m_4501,{花蔓之灵}({头饰}),5,2,5,LordSkinSetPanel_4570,0,5_5+25_400+144_750+120_30,1,0,{使用后获得}：{领主时装},Vine Elf(Headwear),After Use Get：Lord Fashion,
4571,m_4502,{花蔓之灵}({服饰}),5,2,5,LordSkinSetPanel_4571,0,15_5+35_400+144_750+120_60,2,0,{使用后获得}：{领主时装},Vine Elf(Clothing),After Use Get：Lord Fashion,
4572,m_4503,{花蔓之灵}({饰品}),5,2,5,LordSkinSetPanel_4572,0,10_5+30_400+144_750+120_60,3,0,{使用后获得}：{领主时装},Vine Elf(Accessory),After Use Get：Lord Fashion,
4573,m_4501,{万圣之夜}({头饰}),5,2,5,LordSkinSetPanel_4573,0,5_5+25_400+144_750+120_30,1,5★,{使用后获得}：{领主时装},Halloween Night(Headwear),After Use Get：Lord Fashion,
4574,m_4502,{万圣之夜}({服饰}),5,2,5,LordSkinSetPanel_4574,0,15_5+35_400+144_750+120_60,2,5★,{使用后获得}：{领主时装},Halloween Night(Clothing),After Use Get：Lord Fashion,
4575,m_4503,{万圣之夜}({饰品}),5,2,5,LordSkinSetPanel_4575,0,20_5+40_400+144_750+120_60,3,5★,{使用后获得}：{领主时装},Halloween Night(Accessory),After Use Get：Lord Fashion,
4576,m_4501,{翠翎锦容}({头饰}),6,2,5,LordSkinSetPanel_4576,0,5_6+25_600+144_1000+120_45,1,6★,{使用后获得}：{领主时装},Jade Feather Beauty(Headwear),After Use Get：Lord Fashion,
4577,m_4502,{翠翎锦容}({服饰}),6,2,5,LordSkinSetPanel_4577,0,15_6+35_600+144_1000+120_90,2,6★,{使用后获得}：{领主时装},Jade Feather Beauty(Clothing),After Use Get：Lord Fashion,
4578,m_4503,{翠翎锦容}({饰品}),6,2,5,LordSkinSetPanel_4578,0,20_6+40_600+144_1000+120_90,3,6★,{使用后获得}：{领主时装},Jade Feather Beauty(Accessory),After Use Get：Lord Fashion,
4579,m_4501,{圣诞颂歌}({头饰}),5,2,5,LordSkinSetPanel_4579,0,5_5+25_400+144_750+120_30,1,0,{使用后获得}：{领主时装},Christmas Carol(Headwear),After Use Get：Lord Fashion,
4580,m_4502,{圣诞颂歌}({服饰}),5,2,5,LordSkinSetPanel_4580,0,15_5+35_400+144_750+120_60,2,0,{使用后获得}：{领主时装},Christmas Carol(Clothing),After Use Get：Lord Fashion,
4581,m_4503,{圣诞颂歌}({饰品}),5,2,5,LordSkinSetPanel_4581,0,10_5+30_400+144_750+120_60,3,0,{使用后获得}：{领主时装},Christmas Carol(Accessory),After Use Get：Lord Fashion,
4582,m_4501,{玫纱丝影}({头饰}),5,2,5,LordSkinSetPanel_4582,0,5_5+25_400+144_750+120_30,1,0,{使用后获得}：{领主时装},Rose Veil Shadow(Headwear),After Use Get：Lord Fashion,
4583,m_4502,{玫纱丝影}({服饰}),5,2,5,LordSkinSetPanel_4583,0,15_5+35_400+144_750+120_60,2,0,{使用后获得}：{领主时装},Rose Veil Shadow(Clothing),After Use Get：Lord Fashion,
4584,m_4503,{玫纱丝影}({饰品}),5,2,5,LordSkinSetPanel_4584,0,10_5+30_400+144_750+120_60,3,0,{使用后获得}：{领主时装},Rose Veil Shadow(Accessory),After Use Get：Lord Fashion,
4585,m_4501,{万事如意}({头饰}),4,2,5,LordSkinSetPanel_4585,0,5_4+144_500+120_20,1,4★,{使用后获得}：{领主时装},All the best(Headwear),After Use Get：Lord Fashion,
4586,m_4502,{万事如意}({服饰}),4,2,5,LordSkinSetPanel_4586,0,15_4+144_500+120_40,2,4★,{使用后获得}：{领主时装},All the best(Clothing),After Use Get：Lord Fashion,
4587,m_4503,{万事如意}({饰品}),4,2,5,LordSkinSetPanel_4587,0,10_4+144_500+120_40,3,4★,{使用后获得}：{领主时装},All the best(Accessory),After Use Get：Lord Fashion,
4741,m_4501,{深蓝之歌}({头饰}),5,2,5,LordSkinSetPanel_4741,0,5_5+25_400+144_750+120_30,1,累充赠送,{使用后获得}：{领主时装},Deep Blue Song(Headwear),After Use Get：Lord Fashion,
4742,m_4502,{深蓝之歌}({服饰}),5,2,5,LordSkinSetPanel_4742,0,15_5+35_400+144_750+120_60,2,累充赠送,{使用后获得}：{领主时装},Deep Blue Song(Clothing),After Use Get：Lord Fashion,
4743,m_4503,{深蓝之歌}({饰品}),5,2,5,LordSkinSetPanel_4743,0,10_5+30_400+144_750+120_60,3,累充赠送,{使用后获得}：{领主时装},Deep Blue Song(Accessory),After Use Get：Lord Fashion,
4744,m_4501,{法老传说}({头饰}),6,2,5,LordSkinSetPanel_4744,0,5_6+25_600+144_1000+120_45,1,累充赠送,{使用后获得}：{领主时装},Pharaoh Legend(Headwear),After Use Get：Lord Fashion,
4745,m_4502,{法老传说}({服饰}),6,2,5,LordSkinSetPanel_4745,0,15_6+35_600+144_1000+120_90,2,累充赠送,{使用后获得}：{领主时装},Pharaoh Legend(Clothing),After Use Get：Lord Fashion,
4746,m_4503,{法老传说}({饰品}),6,2,5,LordSkinSetPanel_4746,0,10_6+30_600+144_1000+120_90,3,累充赠送,{使用后获得}：{领主时装},Pharaoh Legend(Accessory),After Use Get：Lord Fashion,
4747,m_4501,{鎏金绮梦}({头饰}),6,2,5,LordSkinSetPanel_4747,0,5_6+25_600+144_1000+120_45,1,累充赠送,{使用后获得}：{领主时装},Gilded Fantasy(Headwear),After Use Get：Lord Fashion,
4748,m_4502,{鎏金绮梦}({服饰}),6,2,5,LordSkinSetPanel_4748,0,15_6+35_600+144_1000+120_90,2,累充赠送,{使用后获得}：{领主时装},Gilded Fantasy(Clothing),After Use Get：Lord Fashion,
4749,m_4503,{鎏金绮梦}({饰品}),6,2,5,LordSkinSetPanel_4749,0,10_6+30_600+144_1000+120_90,3,累充赠送,{使用后获得}：{领主时装},Gilded Fantasy(Accessory),After Use Get：Lord Fashion,
4751,m_4501,{黑夜魅影}({头饰}),5,2,5,LordSkinSetPanel_4751,0,5_5+25_400+144_750+120_30,1,1251_1,{使用后获得}：{领主时装},Dark Phantom(Headwear),After Use Get：Lord Fashion,
4752,m_4502,{黑夜魅影}({服饰}),5,2,5,LordSkinSetPanel_4752,0,15_5+35_400+144_750+120_60,2,1251_2,{使用后获得}：{领主时装},Dark Phantom(Clothing),After Use Get：Lord Fashion,
4753,m_4503,{黑夜魅影}({饰品}),5,2,5,LordSkinSetPanel_4753,0,10_5+30_400+144_750+120_60,3,1251_2,{使用后获得}：{领主时装},Dark Phantom(Accessory),After Use Get：Lord Fashion,
4754,m_4501,{奥术使者}({头饰}),5,2,5,LordSkinSetPanel_4754,0,5_5+25_400+144_750+120_30,1,1251_1,{使用后获得}：{领主时装},Arcane Bringer(Headwear),After Use Get：Lord Fashion,
4755,m_4502,{奥术使者}({服饰}),5,2,5,LordSkinSetPanel_4755,0,15_5+35_400+144_750+120_60,2,1251_2,{使用后获得}：{领主时装},Arcane Bringer(Clothing),After Use Get：Lord Fashion,
