CityId,CityLv,Name,FirstAward,PassAward,Con,FightTime,AiInfo,Name_en,Con_en
16,1,{亡灵军团的要塞}({小型}),1211_10,1006_2+1101_1+1051_100+1055_100+2100_100+8_8000,{通关} {大世界} {中型城镇},90,"81001,81002,81003,81004,81005,81006,81007,81008,81009,81010,81011,81012,81013,81014,81015,81016,81017,81018,81019,81020,81021,81022,81023,81024,81009,81010,81011,81012,81013,81014,81015,81016,81017,81018,81019,81020,81021,81022,81023,81024,81009,81010,81011,81012,81013,81014,81015,81016,81017,81018,81019,81020,81021,81022,81023,81024,81001,81002,81003,81004,81005,81006,81007,81008,81009,81010,81011,81012,81013,81014,81015,81016,81017,81018,81019,81020,81021,81022,81023,81024,81003,81007,81006,81008,81001,81002,81005,81004,81024,81009,81023,81010,81022,81011,81021,81012,81020,81013,81019,81014,81018,81015,81017,81016,81024,81009,81023,81010,81022,81011,81021,81012,81020,81013,81019,81014,81018,81015,81017,81016,81024,81009,81023,81010,81022,81011,81021,81012,81020,81013,81019,81014,81018,81015,81017,81016,81003,81007,81006,81008,81001,81002,81005,81004,81024,81009,81023,81010,81022,81011,81021,81012,81020,81013,81019,81014,81018,81015,81017,81016,81001,81002,81003,81004,81005,81006,81007,81008,81009,81010,81011,81012,81013,81014,81015,81016,81017,81018,81019,81020,81021,81022,81023,81024,81009,81010,81011,81012,81013,81014,81015,81016,81017,81018,81019,81020,81021,81022,81023,81024,81009,81010,81011,81012,81013,81014,81015,81016,81017,81018,81019,81020,81021,81022,81023,81024,81001,81002,81003,81004,81005,81006,81007,81008,81025_60_2.5_2.5",Undead Army's Fortress(S),Clearance Great World Medium Town
17,1,{亡灵军团的要塞}({小型}),1211_10,1006_2+1101_1+1051_100+1055_100+2100_100+8_8000,{通关} {大世界} {中型城镇},90,"81008,81007,81006,81005,81004,81003,81002,81001,81024,81023,81022,81021,81020,81019,81018,81017,81016,81015,81014,81013,81012,81011,81010,81009,81018,81019,81017,81020,81016,81021,81015,81022,81014,81023,81013,81024,81012,81011,81010,81009,81009,81010,81011,81012,81013,81014,81015,81016,81017,81018,81019,81020,81021,81022,81023,81024,81001,81002,81003,81004,81005,81006,81007,81008,81024,81023,81022,81021,81020,81019,81018,81017,81016,81015,81014,81013,81012,81011,81010,81009,81001,81002,81003,81004,81005,81006,81007,81008,81009,81010,81011,81012,81013,81014,81015,81016,81017,81018,81019,81020,81021,81022,81023,81024,81009,81010,81011,81012,81013,81014,81015,81016,81017,81018,81019,81020,81021,81022,81023,81024,81009,81010,81011,81012,81013,81014,81015,81016,81017,81018,81019,81020,81021,81022,81023,81024,81001,81002,81003,81004,81005,81006,81007,81008,81009,81010,81011,81012,81013,81014,81015,81016,81017,81018,81019,81020,81021,81022,81023,81024,81008,81007,81006,81005,81004,81003,81002,81001,81024,81023,81022,81021,81020,81019,81018,81017,81016,81015,81014,81013,81012,81011,81010,81009,81018,81019,81017,81020,81016,81021,81015,81022,81014,81023,81013,81024,81012,81011,81010,81009,81009,81010,81011,81012,81013,81014,81015,81016,81017,81018,81019,81020,81021,81022,81023,81024,81001,81002,81003,81004,81005,81006,81007,81008,81025_60_2.5_2.5",Undead Army's Fortress(S),Clearance Great World Medium Town
18,1,{亡灵军团的要塞}({小型}),1211_10,1006_2+1101_1+1051_100+1055_100+2100_100+8_8000,{通关} {大世界} {中型城镇},90,"81003,81007,81006,81008,81001,81002,81005,81004,81024,81009,81023,81010,81022,81011,81021,81012,81020,81013,81019,81014,81018,81015,81017,81016,81024,81009,81023,81010,81022,81011,81021,81012,81020,81013,81019,81014,81018,81015,81017,81016,81024,81009,81023,81010,81022,81011,81021,81012,81020,81013,81019,81014,81018,81015,81017,81016,81003,81007,81006,81008,81001,81002,81005,81004,81024,81009,81023,81010,81022,81011,81021,81012,81020,81013,81019,81014,81018,81015,81017,81016,81001,81002,81003,81004,81005,81006,81007,81008,81009,81010,81011,81012,81013,81014,81015,81016,81017,81018,81019,81020,81021,81022,81023,81024,81009,81010,81011,81012,81013,81014,81015,81016,81017,81018,81019,81020,81021,81022,81023,81024,81009,81010,81011,81012,81013,81014,81015,81016,81017,81018,81019,81020,81021,81022,81023,81024,81001,81002,81003,81004,81005,81006,81007,81008,81009,81010,81011,81012,81013,81014,81015,81016,81017,81018,81019,81020,81021,81022,81023,81024,81001,81002,81003,81004,81005,81006,81007,81008,81009,81010,81011,81012,81013,81014,81015,81016,81017,81018,81019,81020,81021,81022,81023,81024,81009,81010,81011,81012,81013,81014,81015,81016,81017,81018,81019,81020,81021,81022,81023,81024,81009,81010,81011,81012,81013,81014,81015,81016,81017,81018,81019,81020,81021,81022,81023,81024,81001,81002,81003,81004,81005,81006,81007,81008,81025_60_2.5_2.5",Undead Army's Fortress(S),Clearance Great World Medium Town
19,1,{亡灵军团的要塞}({小型}),1211_10,1006_2+1101_1+1051_100+1055_100+2100_100+8_8000,{通关} {大世界} {中型城镇},90,"81004,81005,81006,81007,81008,81001,81002,81003,81016,81017,81015,81018,81014,81019,81013,81020,81012,81021,81011,81010,81022,81009,81023,81024,81009,81010,81011,81012,81013,81014,81015,81016,81017,81018,81019,81020,81021,81022,81023,81024,81009,81010,81011,81012,81013,81014,81015,81016,81017,81018,81019,81020,81021,81022,81023,81024,81001,81002,81003,81004,81005,81006,81007,81008,81024,81023,81022,81021,81020,81019,81018,81017,81016,81015,81014,81013,81012,81011,81010,81009,81003,81007,81006,81008,81001,81002,81005,81004,81024,81009,81023,81010,81022,81011,81021,81012,81020,81013,81019,81014,81018,81015,81017,81016,81024,81009,81023,81010,81022,81011,81021,81012,81020,81013,81019,81014,81018,81015,81017,81016,81024,81009,81023,81010,81022,81011,81021,81012,81020,81013,81019,81014,81018,81015,81017,81016,81003,81007,81006,81008,81001,81002,81005,81004,81024,81009,81023,81010,81022,81011,81021,81012,81020,81013,81019,81014,81018,81015,81017,81016,81001,81002,81003,81004,81005,81006,81007,81008,81009,81010,81011,81012,81013,81014,81015,81016,81017,81018,81019,81020,81021,81022,81023,81024,81009,81010,81011,81012,81013,81014,81015,81016,81017,81018,81019,81020,81021,81022,81023,81024,81009,81010,81011,81012,81013,81014,81015,81016,81017,81018,81019,81020,81021,81022,81023,81024,81001,81002,81003,81004,81005,81006,81007,81008,81025_60_2.5_2.5",Undead Army's Fortress(S),Clearance Great World Medium Town
20,1,{亡灵军团的要塞}({小型}),1211_10,1006_2+1101_1+1051_100+1055_100+2100_100+8_8000,{通关} {大世界} {中型城镇},90,"81002,81004,81006,81008,81001,81003,81005,81007,81009,81011,81013,81015,81017,81019,81021,81023,81010,81012,81014,81016,81018,81020,81022,81024,81024,81022,81020,81018,81016,81014,81012,81010,81009,81011,81013,81015,81017,81019,81021,81023,81009,81010,81011,81012,81013,81014,81015,81016,81017,81018,81019,81020,81021,81022,81023,81024,81001,81002,81003,81004,81005,81006,81007,81008,81024,81023,81022,81021,81020,81019,81018,81017,81016,81015,81014,81013,81012,81011,81010,81009,81004,81005,81006,81007,81008,81001,81002,81003,81016,81017,81015,81018,81014,81019,81013,81020,81012,81021,81011,81010,81022,81009,81023,81024,81009,81010,81011,81012,81013,81014,81015,81016,81017,81018,81019,81020,81021,81022,81023,81024,81009,81010,81011,81012,81013,81014,81015,81016,81017,81018,81019,81020,81021,81022,81023,81024,81001,81002,81003,81004,81005,81006,81007,81008,81024,81023,81022,81021,81020,81019,81018,81017,81016,81015,81014,81013,81012,81011,81010,81009,81008,81007,81006,81005,81004,81003,81002,81001,81024,81023,81022,81021,81020,81019,81018,81017,81016,81015,81014,81013,81012,81011,81010,81009,81018,81019,81017,81020,81016,81021,81015,81022,81014,81023,81013,81024,81012,81011,81010,81009,81009,81010,81011,81012,81013,81014,81015,81016,81017,81018,81019,81020,81021,81022,81023,81024,81001,81002,81003,81004,81005,81006,81007,81008,81025_60_2.5_2.5",Undead Army's Fortress(S),Clearance Great World Medium Town
21,2,{亡灵军团的要塞}({中型}),1211_20,1006_3+1101_1+1051_150+1055_150+2100_150+8_12000,{通关}：{亡灵军团的要塞}({小型}),90,"81026,81027,81028,81029,81030,81031,81032,81033,81034,81035,81036,81037,81038,81039,81040,81041,81042,81043,81044,81045,81046,81047,81048,81049,81034,81035,81036,81037,81038,81039,81040,81041,81042,81043,81044,81045,81046,81047,81048,81049,81034,81035,81036,81037,81038,81039,81040,81041,81042,81043,81044,81045,81046,81047,81048,81049,81026,81027,81028,81029,81030,81031,81032,81033,81034,81035,81036,81037,81038,81039,81040,81041,81042,81043,81044,81045,81046,81047,81048,81049,81028,81032,81031,81033,81026,81027,81030,81029,81049,81034,81048,81035,81047,81036,81046,81037,81045,81038,81044,81039,81043,81040,81042,81041,81049,81034,81048,81035,81047,81036,81046,81037,81045,81038,81044,81039,81043,81040,81042,81041,81049,81034,81048,81035,81047,81036,81046,81037,81045,81038,81044,81039,81043,81040,81042,81041,81028,81032,81031,81033,81026,81027,81030,81029,81049,81034,81048,81035,81047,81036,81046,81037,81045,81038,81044,81039,81043,81040,81042,81041,81026,81027,81028,81029,81030,81031,81032,81033,81034,81035,81036,81037,81038,81039,81040,81041,81042,81043,81044,81045,81046,81047,81048,81049,81034,81035,81036,81037,81038,81039,81040,81041,81042,81043,81044,81045,81046,81047,81048,81049,81034,81035,81036,81037,81038,81039,81040,81041,81042,81043,81044,81045,81046,81047,81048,81049,81026,81027,81028,81029,81030,81031,81032,81033,81050_65_2.9_2.9",Undead Army's Fortress(M),Clearance：Undead Army's Fortress(S)
22,2,{亡灵军团的要塞}({中型}),1211_20,1006_3+1101_1+1051_150+1055_150+2100_150+8_12000,{通关}：{亡灵军团的要塞}({小型}),90,"81033,81032,81031,81030,81029,81028,81027,81026,81049,81048,81047,81046,81045,81044,81043,81042,81041,81040,81039,81038,81037,81036,81035,81034,81043,81044,81042,81045,81041,81046,81040,81047,81039,81048,81038,81049,81037,81036,81035,81034,81034,81035,81036,81037,81038,81039,81040,81041,81042,81043,81044,81045,81046,81047,81048,81049,81026,81027,81028,81029,81030,81031,81032,81033,81049,81048,81047,81046,81045,81044,81043,81042,81041,81040,81039,81038,81037,81036,81035,81034,81026,81027,81028,81029,81030,81031,81032,81033,81034,81035,81036,81037,81038,81039,81040,81041,81042,81043,81044,81045,81046,81047,81048,81049,81034,81035,81036,81037,81038,81039,81040,81041,81042,81043,81044,81045,81046,81047,81048,81049,81034,81035,81036,81037,81038,81039,81040,81041,81042,81043,81044,81045,81046,81047,81048,81049,81026,81027,81028,81029,81030,81031,81032,81033,81034,81035,81036,81037,81038,81039,81040,81041,81042,81043,81044,81045,81046,81047,81048,81049,81033,81032,81031,81030,81029,81028,81027,81026,81049,81048,81047,81046,81045,81044,81043,81042,81041,81040,81039,81038,81037,81036,81035,81034,81043,81044,81042,81045,81041,81046,81040,81047,81039,81048,81038,81049,81037,81036,81035,81034,81034,81035,81036,81037,81038,81039,81040,81041,81042,81043,81044,81045,81046,81047,81048,81049,81026,81027,81028,81029,81030,81031,81032,81033,81050_65_2.9_2.9",Undead Army's Fortress(M),Clearance：Undead Army's Fortress(S)
23,2,{亡灵军团的要塞}({中型}),1211_20,1006_3+1101_1+1051_150+1055_150+2100_150+8_12000,{通关}：{亡灵军团的要塞}({小型}),90,"81028,81032,81031,81033,81026,81027,81030,81029,81049,81034,81048,81035,81047,81036,81046,81037,81045,81038,81044,81039,81043,81040,81042,81041,81049,81034,81048,81035,81047,81036,81046,81037,81045,81038,81044,81039,81043,81040,81042,81041,81049,81034,81048,81035,81047,81036,81046,81037,81045,81038,81044,81039,81043,81040,81042,81041,81028,81032,81031,81033,81026,81027,81030,81029,81049,81034,81048,81035,81047,81036,81046,81037,81045,81038,81044,81039,81043,81040,81042,81041,81026,81027,81028,81029,81030,81031,81032,81033,81034,81035,81036,81037,81038,81039,81040,81041,81042,81043,81044,81045,81046,81047,81048,81049,81034,81035,81036,81037,81038,81039,81040,81041,81042,81043,81044,81045,81046,81047,81048,81049,81034,81035,81036,81037,81038,81039,81040,81041,81042,81043,81044,81045,81046,81047,81048,81049,81026,81027,81028,81029,81030,81031,81032,81033,81034,81035,81036,81037,81038,81039,81040,81041,81042,81043,81044,81045,81046,81047,81048,81049,81026,81027,81028,81029,81030,81031,81032,81033,81034,81035,81036,81037,81038,81039,81040,81041,81042,81043,81044,81045,81046,81047,81048,81049,81034,81035,81036,81037,81038,81039,81040,81041,81042,81043,81044,81045,81046,81047,81048,81049,81034,81035,81036,81037,81038,81039,81040,81041,81042,81043,81044,81045,81046,81047,81048,81049,81026,81027,81028,81029,81030,81031,81032,81033,81050_65_2.9_2.9",Undead Army's Fortress(M),Clearance：Undead Army's Fortress(S)
24,2,{亡灵军团的要塞}({中型}),1211_20,1006_3+1101_1+1051_150+1055_150+2100_150+8_12000,{通关}：{亡灵军团的要塞}({小型}),90,"81029,81030,81031,81032,81033,81026,81027,81028,81041,81042,81040,81043,81039,81044,81038,81045,81037,81046,81036,81035,81047,81034,81048,81049,81034,81035,81036,81037,81038,81039,81040,81041,81042,81043,81044,81045,81046,81047,81048,81049,81034,81035,81036,81037,81038,81039,81040,81041,81042,81043,81044,81045,81046,81047,81048,81049,81026,81027,81028,81029,81030,81031,81032,81033,81049,81048,81047,81046,81045,81044,81043,81042,81041,81040,81039,81038,81037,81036,81035,81034,81028,81032,81031,81033,81026,81027,81030,81029,81049,81034,81048,81035,81047,81036,81046,81037,81045,81038,81044,81039,81043,81040,81042,81041,81049,81034,81048,81035,81047,81036,81046,81037,81045,81038,81044,81039,81043,81040,81042,81041,81049,81034,81048,81035,81047,81036,81046,81037,81045,81038,81044,81039,81043,81040,81042,81041,81028,81032,81031,81033,81026,81027,81030,81029,81049,81034,81048,81035,81047,81036,81046,81037,81045,81038,81044,81039,81043,81040,81042,81041,81026,81027,81028,81029,81030,81031,81032,81033,81034,81035,81036,81037,81038,81039,81040,81041,81042,81043,81044,81045,81046,81047,81048,81049,81034,81035,81036,81037,81038,81039,81040,81041,81042,81043,81044,81045,81046,81047,81048,81049,81034,81035,81036,81037,81038,81039,81040,81041,81042,81043,81044,81045,81046,81047,81048,81049,81026,81027,81028,81029,81030,81031,81032,81033,81050_65_2.9_2.9",Undead Army's Fortress(M),Clearance：Undead Army's Fortress(S)
25,3,{亡灵军团的要塞}({大型}),1211_30,1007_2+1101_2+1051_200+1055_200+2100_200+8_16000,{通关}：{亡灵军团的要塞}({中型}),90,"81051,81052,81053,81054,81055,81056,81057,81058,81059,81060,81061,81062,81063,81064,81065,81066,81067,81068,81069,81070,81071,81072,81073,81074,81059,81060,81061,81062,81063,81064,81065,81066,81067,81068,81069,81070,81071,81072,81073,81074,81059,81060,81061,81062,81063,81064,81065,81066,81067,81068,81069,81070,81071,81072,81073,81074,81051,81052,81053,81054,81055,81056,81057,81058,81059,81060,81061,81062,81063,81064,81065,81066,81067,81068,81069,81070,81071,81072,81073,81074,81053,81057,81056,81058,81051,81052,81055,81054,81074,81059,81073,81060,81072,81061,81071,81062,81070,81063,81069,81064,81068,81065,81067,81066,81074,81059,81073,81060,81072,81061,81071,81062,81070,81063,81069,81064,81068,81065,81067,81066,81074,81059,81073,81060,81072,81061,81071,81062,81070,81063,81069,81064,81068,81065,81067,81066,81053,81057,81056,81058,81051,81052,81055,81054,81074,81059,81073,81060,81072,81061,81071,81062,81070,81063,81069,81064,81068,81065,81067,81066,81051,81052,81053,81054,81055,81056,81057,81058,81059,81060,81061,81062,81063,81064,81065,81066,81067,81068,81069,81070,81071,81072,81073,81074,81059,81060,81061,81062,81063,81064,81065,81066,81067,81068,81069,81070,81071,81072,81073,81074,81059,81060,81061,81062,81063,81064,81065,81066,81067,81068,81069,81070,81071,81072,81073,81074,81051,81052,81053,81054,81055,81056,81057,81058,81075_70_3.3_3.3",Undead Army's Fortress(L),Clearance：Undead Army's Fortress(M)
26,3,{亡灵军团的要塞}({大型}),1211_30,1007_2+1101_2+1051_200+1055_200+2100_200+8_16000,{通关}：{亡灵军团的要塞}({中型}),90,"81058,81057,81056,81055,81054,81053,81052,81051,81074,81073,81072,81071,81070,81069,81068,81067,81066,81065,81064,81063,81062,81061,81060,81059,81068,81069,81067,81070,81066,81071,81065,81072,81064,81073,81063,81074,81062,81061,81060,81059,81059,81060,81061,81062,81063,81064,81065,81066,81067,81068,81069,81070,81071,81072,81073,81074,81051,81052,81053,81054,81055,81056,81057,81058,81074,81073,81072,81071,81070,81069,81068,81067,81066,81065,81064,81063,81062,81061,81060,81059,81051,81052,81053,81054,81055,81056,81057,81058,81059,81060,81061,81062,81063,81064,81065,81066,81067,81068,81069,81070,81071,81072,81073,81074,81059,81060,81061,81062,81063,81064,81065,81066,81067,81068,81069,81070,81071,81072,81073,81074,81059,81060,81061,81062,81063,81064,81065,81066,81067,81068,81069,81070,81071,81072,81073,81074,81051,81052,81053,81054,81055,81056,81057,81058,81059,81060,81061,81062,81063,81064,81065,81066,81067,81068,81069,81070,81071,81072,81073,81074,81058,81057,81056,81055,81054,81053,81052,81051,81074,81073,81072,81071,81070,81069,81068,81067,81066,81065,81064,81063,81062,81061,81060,81059,81068,81069,81067,81070,81066,81071,81065,81072,81064,81073,81063,81074,81062,81061,81060,81059,81059,81060,81061,81062,81063,81064,81065,81066,81067,81068,81069,81070,81071,81072,81073,81074,81051,81052,81053,81054,81055,81056,81057,81058,81075_70_3.3_3.3",Undead Army's Fortress(L),Clearance：Undead Army's Fortress(M)
27,3,{亡灵军团的要塞}({大型}),1211_30,1007_2+1101_2+1051_200+1055_200+2100_200+8_16000,{通关}：{亡灵军团的要塞}({中型}),90,"81053,81057,81056,81058,81051,81052,81055,81054,81074,81059,81073,81060,81072,81061,81071,81062,81070,81063,81069,81064,81068,81065,81067,81066,81074,81059,81073,81060,81072,81061,81071,81062,81070,81063,81069,81064,81068,81065,81067,81066,81074,81059,81073,81060,81072,81061,81071,81062,81070,81063,81069,81064,81068,81065,81067,81066,81053,81057,81056,81058,81051,81052,81055,81054,81074,81059,81073,81060,81072,81061,81071,81062,81070,81063,81069,81064,81068,81065,81067,81066,81051,81052,81053,81054,81055,81056,81057,81058,81059,81060,81061,81062,81063,81064,81065,81066,81067,81068,81069,81070,81071,81072,81073,81074,81059,81060,81061,81062,81063,81064,81065,81066,81067,81068,81069,81070,81071,81072,81073,81074,81059,81060,81061,81062,81063,81064,81065,81066,81067,81068,81069,81070,81071,81072,81073,81074,81051,81052,81053,81054,81055,81056,81057,81058,81059,81060,81061,81062,81063,81064,81065,81066,81067,81068,81069,81070,81071,81072,81073,81074,81051,81052,81053,81054,81055,81056,81057,81058,81059,81060,81061,81062,81063,81064,81065,81066,81067,81068,81069,81070,81071,81072,81073,81074,81059,81060,81061,81062,81063,81064,81065,81066,81067,81068,81069,81070,81071,81072,81073,81074,81059,81060,81061,81062,81063,81064,81065,81066,81067,81068,81069,81070,81071,81072,81073,81074,81051,81052,81053,81054,81055,81056,81057,81058,81075_70_3.3_3.3",Undead Army's Fortress(L),Clearance：Undead Army's Fortress(M)
28,4,{亡灵军团的要塞}({巨型}),1211_50,1007_3+1101_2+1051_250+1055_250+2100_250+8_20000,{通关}：{亡灵军团的要塞}({大型}),90,"81078,81082,81081,81083,81076,81077,81080,81079,81099,81084,81098,81085,81097,81086,81096,81087,81095,81088,81094,81089,81093,81090,81092,81091,81099,81084,81098,81085,81097,81086,81096,81087,81095,81088,81094,81089,81093,81090,81092,81091,81099,81084,81098,81085,81097,81086,81096,81087,81095,81088,81094,81089,81093,81090,81092,81091,81078,81082,81081,81083,81076,81077,81080,81079,81099,81084,81098,81085,81097,81086,81096,81087,81095,81088,81094,81089,81093,81090,81092,81091,81076,81077,81078,81079,81080,81081,81082,81083,81084,81085,81086,81087,81088,81089,81090,81091,81092,81093,81094,81095,81096,81097,81098,81099,81084,81085,81086,81087,81088,81089,81090,81091,81092,81093,81094,81095,81096,81097,81098,81099,81084,81085,81086,81087,81088,81089,81090,81091,81092,81093,81094,81095,81096,81097,81098,81099,81076,81077,81078,81079,81080,81081,81082,81083,81084,81085,81086,81087,81088,81089,81090,81091,81092,81093,81094,81095,81096,81097,81098,81099,81076,81077,81078,81079,81080,81081,81082,81083,81084,81085,81086,81087,81088,81089,81090,81091,81092,81093,81094,81095,81096,81097,81098,81099,81084,81085,81086,81087,81088,81089,81090,81091,81092,81093,81094,81095,81096,81097,81098,81099,81084,81085,81086,81087,81088,81089,81090,81091,81092,81093,81094,81095,81096,81097,81098,81099,81076,81077,81078,81079,81080,81081,81082,81083,81100_75_3.7_3.7",Undead Army's Fortress(Giant),Clearance：Undead Army's Fortress(L)
29,4,{亡灵军团的要塞}({巨型}),1211_50,1007_3+1101_2+1051_250+1055_250+2100_250+8_20000,{通关}：{亡灵军团的要塞}({大型}),90,"81079,81080,81081,81082,81083,81076,81077,81078,81091,81092,81090,81093,81089,81094,81088,81095,81087,81096,81086,81085,81097,81084,81098,81099,81084,81085,81086,81087,81088,81089,81090,81091,81092,81093,81094,81095,81096,81097,81098,81099,81084,81085,81086,81087,81088,81089,81090,81091,81092,81093,81094,81095,81096,81097,81098,81099,81076,81077,81078,81079,81080,81081,81082,81083,81099,81098,81097,81096,81095,81094,81093,81092,81091,81090,81089,81088,81087,81086,81085,81084,81078,81082,81081,81083,81076,81077,81080,81079,81099,81084,81098,81085,81097,81086,81096,81087,81095,81088,81094,81089,81093,81090,81092,81091,81099,81084,81098,81085,81097,81086,81096,81087,81095,81088,81094,81089,81093,81090,81092,81091,81099,81084,81098,81085,81097,81086,81096,81087,81095,81088,81094,81089,81093,81090,81092,81091,81078,81082,81081,81083,81076,81077,81080,81079,81099,81084,81098,81085,81097,81086,81096,81087,81095,81088,81094,81089,81093,81090,81092,81091,81076,81077,81078,81079,81080,81081,81082,81083,81084,81085,81086,81087,81088,81089,81090,81091,81092,81093,81094,81095,81096,81097,81098,81099,81084,81085,81086,81087,81088,81089,81090,81091,81092,81093,81094,81095,81096,81097,81098,81099,81084,81085,81086,81087,81088,81089,81090,81091,81092,81093,81094,81095,81096,81097,81098,81099,81076,81077,81078,81079,81080,81081,81082,81083,81100_75_3.7_3.7",Undead Army's Fortress(Giant),Clearance：Undead Army's Fortress(L)
30,5,{亡灵军团的总坛},1211_80,1007_3+1101_3+1051_300+1055_300+2100_300+8_24000,{通关}：{亡灵军团的要塞}({巨型}),90,"81103,81107,81106,81108,81101,81102,81105,81104,81124,81109,81123,81110,81122,81111,81121,81112,81120,81113,81119,81114,81118,81115,81117,81116,81124,81109,81123,81110,81122,81111,81121,81112,81120,81113,81119,81114,81118,81115,81117,81116,81124,81109,81123,81110,81122,81111,81121,81112,81120,81113,81119,81114,81118,81115,81117,81116,81103,81107,81106,81108,81101,81102,81105,81104,81124,81109,81123,81110,81122,81111,81121,81112,81120,81113,81119,81114,81118,81115,81117,81116,81101,81102,81103,81104,81105,81106,81107,81108,81109,81110,81111,81112,81113,81114,81115,81116,81117,81118,81119,81120,81121,81122,81123,81124,81109,81110,81111,81112,81113,81114,81115,81116,81117,81118,81119,81120,81121,81122,81123,81124,81109,81110,81111,81112,81113,81114,81115,81116,81117,81118,81119,81120,81121,81122,81123,81124,81101,81102,81103,81104,81105,81106,81107,81108,81109,81110,81111,81112,81113,81114,81115,81116,81117,81118,81119,81120,81121,81122,81123,81124,81101,81102,81103,81104,81105,81106,81107,81108,81109,81110,81111,81112,81113,81114,81115,81116,81117,81118,81119,81120,81121,81122,81123,81124,81109,81110,81111,81112,81113,81114,81115,81116,81117,81118,81119,81120,81121,81122,81123,81124,81109,81110,81111,81112,81113,81114,81115,81116,81117,81118,81119,81120,81121,81122,81123,81124,81101,81102,81103,81104,81105,81106,81107,81108,81125_80_4.1_4.1",Undead Army's Altar,Clearance：Undead Army's Fortress(Giant)
31,1,{北境军团的要塞}({小型}),1211_10,1006_2+1101_1+1051_100+1055_100+2100_100+8_8000,{通关} {大世界} {中型城镇},90,"84001,84002,84003,84004,84005,84006,84007,84008,84009,84010,84011,84012,84013,84014,84015,84016,84017,84018,84019,84020,84021,84022,84023,84024,84009,84010,84011,84012,84013,84014,84015,84016,84017,84018,84019,84020,84021,84022,84023,84024,84009,84010,84011,84012,84013,84014,84015,84016,84017,84018,84019,84020,84021,84022,84023,84024,84001,84002,84003,84004,84005,84006,84007,84008,84009,84010,84011,84012,84013,84014,84015,84016,84017,84018,84019,84020,84021,84022,84023,84024,84003,84007,84006,84008,84001,84002,84005,84004,84024,84009,84023,84010,84022,84011,84021,84012,84020,84013,84019,84014,84018,84015,84017,84016,84024,84009,84023,84010,84022,84011,84021,84012,84020,84013,84019,84014,84018,84015,84017,84016,84024,84009,84023,84010,84022,84011,84021,84012,84020,84013,84019,84014,84018,84015,84017,84016,84003,84007,84006,84008,84001,84002,84005,84004,84024,84009,84023,84010,84022,84011,84021,84012,84020,84013,84019,84014,84018,84015,84017,84016,84001,84002,84003,84004,84005,84006,84007,84008,84009,84010,84011,84012,84013,84014,84015,84016,84017,84018,84019,84020,84021,84022,84023,84024,84009,84010,84011,84012,84013,84014,84015,84016,84017,84018,84019,84020,84021,84022,84023,84024,84009,84010,84011,84012,84013,84014,84015,84016,84017,84018,84019,84020,84021,84022,84023,84024,84001,84002,84003,84004,84005,84006,84007,84008,84025_60_2.5_2.5",North Legion Fortress(S),Clearance Great World Medium Town
32,1,{北境军团的要塞}({小型}),1211_10,1006_2+1101_1+1051_100+1055_100+2100_100+8_8000,{通关} {大世界} {中型城镇},90,"84008,84007,84006,84005,84004,84003,84002,84001,84024,84023,84022,84021,84020,84019,84018,84017,84016,84015,84014,84013,84012,84011,84010,84009,84018,84019,84017,84020,84016,84021,84015,84022,84014,84023,84013,84024,84012,84011,84010,84009,84009,84010,84011,84012,84013,84014,84015,84016,84017,84018,84019,84020,84021,84022,84023,84024,84001,84002,84003,84004,84005,84006,84007,84008,84024,84023,84022,84021,84020,84019,84018,84017,84016,84015,84014,84013,84012,84011,84010,84009,84001,84002,84003,84004,84005,84006,84007,84008,84009,84010,84011,84012,84013,84014,84015,84016,84017,84018,84019,84020,84021,84022,84023,84024,84009,84010,84011,84012,84013,84014,84015,84016,84017,84018,84019,84020,84021,84022,84023,84024,84009,84010,84011,84012,84013,84014,84015,84016,84017,84018,84019,84020,84021,84022,84023,84024,84001,84002,84003,84004,84005,84006,84007,84008,84009,84010,84011,84012,84013,84014,84015,84016,84017,84018,84019,84020,84021,84022,84023,84024,84008,84007,84006,84005,84004,84003,84002,84001,84024,84023,84022,84021,84020,84019,84018,84017,84016,84015,84014,84013,84012,84011,84010,84009,84018,84019,84017,84020,84016,84021,84015,84022,84014,84023,84013,84024,84012,84011,84010,84009,84009,84010,84011,84012,84013,84014,84015,84016,84017,84018,84019,84020,84021,84022,84023,84024,84001,84002,84003,84004,84005,84006,84007,84008,84025_60_2.5_2.5",North Legion Fortress(S),Clearance Great World Medium Town
