type,id,num,name,des,condition,need_num,reward,skip,name_en,des_en
2,2142,7,{科技},{升级} {战阵精通} Lv.7,2142,7,1_20+3_2+1105_4+11_2000,0,Technology,Upgrade Proficient In Battle Array Lv.7
2,2142,8,{科技},{升级} {战阵精通} Lv.8,2142,8,1_20+3_2+1105_4+11_2000,0,Technology,Upgrade Proficient In Battle Array Lv.8
2,2142,9,{科技},{升级} {战阵精通} Lv.9,2142,9,1_40+3_4+1105_8+11_4000,0,Technology,Upgrade Proficient In Battle Array Lv.9
2,2142,10,{科技},{升级} {战阵精通} Lv.10,2142,10,1_40+3_4+1105_8+11_4000,0,Technology,Upgrade Proficient In Battle Array Lv.10
2,2151,1,{科技},{升级} {5阶}{步兵} Lv.1,2151,1,1_500+3_50+1105_50+11_50000,0,Technology,Upgrade T5Infantry Lv.1
2,2152,1,{科技},{升级} {5阶}{弓兵} Lv.1,2152,1,1_500+3_50+1105_50+11_50000,0,Technology,Upgrade T5Archer Lv.1
2,2153,1,{科技},{升级} {5阶}{骑兵} Lv.1,2153,1,1_500+3_50+1105_50+11_50000,0,Technology,Upgrade T5Cavalry Lv.1
2,2154,1,{科技},{升级} {5阶}{战车} Lv.1,2154,1,1_500+3_50+1105_50+11_50000,0,Technology,Upgrade T5Chariot Lv.1
2,2161,1,{科技},{升级} {秘银} {头盔} Lv.1,2161,1,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Helmets Lv.1
2,2161,2,{科技},{升级} {秘银} {头盔} Lv.2,2161,2,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Helmets Lv.2
2,2161,3,{科技},{升级} {秘银} {头盔} Lv.3,2161,3,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Helmets Lv.3
2,2161,4,{科技},{升级} {秘银} {头盔} Lv.4,2161,4,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Helmets Lv.4
2,2161,5,{科技},{升级} {秘银} {头盔} Lv.5,2161,5,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Helmets Lv.5
2,2161,6,{科技},{升级} {秘银} {头盔} Lv.6,2161,6,1_20+3_2+1105_4+11_2000,0,Technology,Upgrade Mithril Helmets Lv.6
2,2161,7,{科技},{升级} {秘银} {头盔} Lv.7,2161,7,1_20+3_2+1105_4+11_2000,0,Technology,Upgrade Mithril Helmets Lv.7
2,2161,8,{科技},{升级} {秘银} {头盔} Lv.8,2161,8,1_20+3_2+1105_4+11_2000,0,Technology,Upgrade Mithril Helmets Lv.8
2,2161,9,{科技},{升级} {秘银} {头盔} Lv.9,2161,9,1_40+3_4+1105_8+11_4000,0,Technology,Upgrade Mithril Helmets Lv.9
2,2161,10,{科技},{升级} {秘银} {头盔} Lv.10,2161,10,1_40+3_4+1105_8+11_4000,0,Technology,Upgrade Mithril Helmets Lv.10
2,2162,1,{科技},{升级} {秘银} {头盔} Lv.1,2162,1,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Helmets Lv.1
2,2162,2,{科技},{升级} {秘银} {头盔} Lv.2,2162,2,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Helmets Lv.2
2,2162,3,{科技},{升级} {秘银} {头盔} Lv.3,2162,3,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Helmets Lv.3
2,2162,4,{科技},{升级} {秘银} {头盔} Lv.4,2162,4,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Helmets Lv.4
2,2162,5,{科技},{升级} {秘银} {头盔} Lv.5,2162,5,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Helmets Lv.5
2,2162,6,{科技},{升级} {秘银} {头盔} Lv.6,2162,6,1_20+3_2+1105_4+11_2000,0,Technology,Upgrade Mithril Helmets Lv.6
2,2162,7,{科技},{升级} {秘银} {头盔} Lv.7,2162,7,1_20+3_2+1105_4+11_2000,0,Technology,Upgrade Mithril Helmets Lv.7
2,2162,8,{科技},{升级} {秘银} {头盔} Lv.8,2162,8,1_20+3_2+1105_4+11_2000,0,Technology,Upgrade Mithril Helmets Lv.8
2,2162,9,{科技},{升级} {秘银} {头盔} Lv.9,2162,9,1_40+3_4+1105_8+11_4000,0,Technology,Upgrade Mithril Helmets Lv.9
2,2162,10,{科技},{升级} {秘银} {头盔} Lv.10,2162,10,1_40+3_4+1105_8+11_4000,0,Technology,Upgrade Mithril Helmets Lv.10
2,2163,1,{科技},{升级} {秘银} {头盔} Lv.1,2163,1,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Helmets Lv.1
2,2163,2,{科技},{升级} {秘银} {头盔} Lv.2,2163,2,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Helmets Lv.2
2,2163,3,{科技},{升级} {秘银} {头盔} Lv.3,2163,3,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Helmets Lv.3
2,2163,4,{科技},{升级} {秘银} {头盔} Lv.4,2163,4,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Helmets Lv.4
2,2163,5,{科技},{升级} {秘银} {头盔} Lv.5,2163,5,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Helmets Lv.5
2,2163,6,{科技},{升级} {秘银} {头盔} Lv.6,2163,6,1_20+3_2+1105_4+11_2000,0,Technology,Upgrade Mithril Helmets Lv.6
2,2163,7,{科技},{升级} {秘银} {头盔} Lv.7,2163,7,1_20+3_2+1105_4+11_2000,0,Technology,Upgrade Mithril Helmets Lv.7
2,2163,8,{科技},{升级} {秘银} {头盔} Lv.8,2163,8,1_20+3_2+1105_4+11_2000,0,Technology,Upgrade Mithril Helmets Lv.8
2,2163,9,{科技},{升级} {秘银} {头盔} Lv.9,2163,9,1_40+3_4+1105_8+11_4000,0,Technology,Upgrade Mithril Helmets Lv.9
2,2163,10,{科技},{升级} {秘银} {头盔} Lv.10,2163,10,1_40+3_4+1105_8+11_4000,0,Technology,Upgrade Mithril Helmets Lv.10
2,2164,1,{科技},{升级} {秘银} {轴承} Lv.1,2164,1,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Bearing Lv.1
2,2164,2,{科技},{升级} {秘银} {轴承} Lv.2,2164,2,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Bearing Lv.2
2,2164,3,{科技},{升级} {秘银} {轴承} Lv.3,2164,3,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Bearing Lv.3
2,2164,4,{科技},{升级} {秘银} {轴承} Lv.4,2164,4,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Bearing Lv.4
2,2164,5,{科技},{升级} {秘银} {轴承} Lv.5,2164,5,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Bearing Lv.5
2,2164,6,{科技},{升级} {秘银} {轴承} Lv.6,2164,6,1_20+3_2+1105_4+11_2000,0,Technology,Upgrade Mithril Bearing Lv.6
2,2164,7,{科技},{升级} {秘银} {轴承} Lv.7,2164,7,1_20+3_2+1105_4+11_2000,0,Technology,Upgrade Mithril Bearing Lv.7
2,2164,8,{科技},{升级} {秘银} {轴承} Lv.8,2164,8,1_20+3_2+1105_4+11_2000,0,Technology,Upgrade Mithril Bearing Lv.8
2,2164,9,{科技},{升级} {秘银} {轴承} Lv.9,2164,9,1_40+3_4+1105_8+11_4000,0,Technology,Upgrade Mithril Bearing Lv.9
2,2164,10,{科技},{升级} {秘银} {轴承} Lv.10,2164,10,1_40+3_4+1105_8+11_4000,0,Technology,Upgrade Mithril Bearing Lv.10
2,2171,1,{科技},{升级} {秘银} {武器} Lv.1,2171,1,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Weapons Lv.1
2,2171,2,{科技},{升级} {秘银} {武器} Lv.2,2171,2,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Weapons Lv.2
2,2171,3,{科技},{升级} {秘银} {武器} Lv.3,2171,3,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Weapons Lv.3
2,2171,4,{科技},{升级} {秘银} {武器} Lv.4,2171,4,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Weapons Lv.4
2,2171,5,{科技},{升级} {秘银} {武器} Lv.5,2171,5,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Weapons Lv.5
2,2171,6,{科技},{升级} {秘银} {武器} Lv.6,2171,6,1_20+3_2+1105_4+11_2000,0,Technology,Upgrade Mithril Weapons Lv.6
2,2171,7,{科技},{升级} {秘银} {武器} Lv.7,2171,7,1_20+3_2+1105_4+11_2000,0,Technology,Upgrade Mithril Weapons Lv.7
2,2171,8,{科技},{升级} {秘银} {武器} Lv.8,2171,8,1_20+3_2+1105_4+11_2000,0,Technology,Upgrade Mithril Weapons Lv.8
2,2171,9,{科技},{升级} {秘银} {武器} Lv.9,2171,9,1_40+3_4+1105_8+11_4000,0,Technology,Upgrade Mithril Weapons Lv.9
2,2171,10,{科技},{升级} {秘银} {武器} Lv.10,2171,10,1_40+3_4+1105_8+11_4000,0,Technology,Upgrade Mithril Weapons Lv.10
2,2172,1,{科技},{升级} {秘银} {武器} Lv.1,2172,1,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Weapons Lv.1
2,2172,2,{科技},{升级} {秘银} {武器} Lv.2,2172,2,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Weapons Lv.2
2,2172,3,{科技},{升级} {秘银} {武器} Lv.3,2172,3,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Weapons Lv.3
2,2172,4,{科技},{升级} {秘银} {武器} Lv.4,2172,4,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Weapons Lv.4
2,2172,5,{科技},{升级} {秘银} {武器} Lv.5,2172,5,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Weapons Lv.5
2,2172,6,{科技},{升级} {秘银} {武器} Lv.6,2172,6,1_20+3_2+1105_4+11_2000,0,Technology,Upgrade Mithril Weapons Lv.6
2,2172,7,{科技},{升级} {秘银} {武器} Lv.7,2172,7,1_20+3_2+1105_4+11_2000,0,Technology,Upgrade Mithril Weapons Lv.7
2,2172,8,{科技},{升级} {秘银} {武器} Lv.8,2172,8,1_20+3_2+1105_4+11_2000,0,Technology,Upgrade Mithril Weapons Lv.8
2,2172,9,{科技},{升级} {秘银} {武器} Lv.9,2172,9,1_40+3_4+1105_8+11_4000,0,Technology,Upgrade Mithril Weapons Lv.9
2,2172,10,{科技},{升级} {秘银} {武器} Lv.10,2172,10,1_40+3_4+1105_8+11_4000,0,Technology,Upgrade Mithril Weapons Lv.10
2,2173,1,{科技},{升级} {秘银} {武器} Lv.1,2173,1,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Weapons Lv.1
2,2173,2,{科技},{升级} {秘银} {武器} Lv.2,2173,2,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Weapons Lv.2
2,2173,3,{科技},{升级} {秘银} {武器} Lv.3,2173,3,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Weapons Lv.3
2,2173,4,{科技},{升级} {秘银} {武器} Lv.4,2173,4,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Weapons Lv.4
2,2173,5,{科技},{升级} {秘银} {武器} Lv.5,2173,5,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Weapons Lv.5
2,2173,6,{科技},{升级} {秘银} {武器} Lv.6,2173,6,1_20+3_2+1105_4+11_2000,0,Technology,Upgrade Mithril Weapons Lv.6
2,2173,7,{科技},{升级} {秘银} {武器} Lv.7,2173,7,1_20+3_2+1105_4+11_2000,0,Technology,Upgrade Mithril Weapons Lv.7
2,2173,8,{科技},{升级} {秘银} {武器} Lv.8,2173,8,1_20+3_2+1105_4+11_2000,0,Technology,Upgrade Mithril Weapons Lv.8
2,2173,9,{科技},{升级} {秘银} {武器} Lv.9,2173,9,1_40+3_4+1105_8+11_4000,0,Technology,Upgrade Mithril Weapons Lv.9
2,2173,10,{科技},{升级} {秘银} {武器} Lv.10,2173,10,1_40+3_4+1105_8+11_4000,0,Technology,Upgrade Mithril Weapons Lv.10
2,2174,1,{科技},{升级} {秘银} {炮} Lv.1,2174,1,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Cannon Lv.1
2,2174,2,{科技},{升级} {秘银} {炮} Lv.2,2174,2,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Cannon Lv.2
2,2174,3,{科技},{升级} {秘银} {炮} Lv.3,2174,3,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Cannon Lv.3
2,2174,4,{科技},{升级} {秘银} {炮} Lv.4,2174,4,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Cannon Lv.4
2,2174,5,{科技},{升级} {秘银} {炮} Lv.5,2174,5,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Mithril Cannon Lv.5
2,2174,6,{科技},{升级} {秘银} {炮} Lv.6,2174,6,1_20+3_2+1105_4+11_2000,0,Technology,Upgrade Mithril Cannon Lv.6
2,2174,7,{科技},{升级} {秘银} {炮} Lv.7,2174,7,1_20+3_2+1105_4+11_2000,0,Technology,Upgrade Mithril Cannon Lv.7
2,2174,8,{科技},{升级} {秘银} {炮} Lv.8,2174,8,1_20+3_2+1105_4+11_2000,0,Technology,Upgrade Mithril Cannon Lv.8
2,2174,9,{科技},{升级} {秘银} {炮} Lv.9,2174,9,1_40+3_4+1105_8+11_4000,0,Technology,Upgrade Mithril Cannon Lv.9
2,2174,10,{科技},{升级} {秘银} {炮} Lv.10,2174,10,1_40+3_4+1105_8+11_4000,0,Technology,Upgrade Mithril Cannon Lv.10
2,2181,1,{科技},{升级} {6阶}{步兵} Lv.1,2181,1,1_800+3_80+1105_80+11_80000,0,Technology,Upgrade T6Infantry Lv.1
2,2182,1,{科技},{升级} {6阶}{弓兵} Lv.1,2182,1,1_800+3_80+1105_80+11_80000,0,Technology,Upgrade T6Archer Lv.1
2,2183,1,{科技},{升级} {6阶}{骑兵} Lv.1,2183,1,1_800+3_80+1105_80+11_80000,0,Technology,Upgrade T6Cavalry Lv.1
2,2184,1,{科技},{升级} {6阶}{战车} Lv.1,2184,1,1_800+3_80+1105_80+11_80000,0,Technology,Upgrade T6Chariot Lv.1
2,2191,1,{科技},{升级} {疾风} Lv.1,2191,1,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Gale Lv.1
2,2191,2,{科技},{升级} {疾风} Lv.2,2191,2,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Gale Lv.2
2,2191,3,{科技},{升级} {疾风} Lv.3,2191,3,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Gale Lv.3
2,2191,4,{科技},{升级} {疾风} Lv.4,2191,4,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Gale Lv.4
2,2191,5,{科技},{升级} {疾风} Lv.5,2191,5,1_10+3_1+1105_2+11_1000,0,Technology,Upgrade Gale Lv.5
2,2191,6,{科技},{升级} {疾风} Lv.6,2191,6,1_20+3_2+1105_4+11_2000,0,Technology,Upgrade Gale Lv.6
2,2191,7,{科技},{升级} {疾风} Lv.7,2191,7,1_20+3_2+1105_4+11_2000,0,Technology,Upgrade Gale Lv.7
2,2191,8,{科技},{升级} {疾风} Lv.8,2191,8,1_20+3_2+1105_4+11_2000,0,Technology,Upgrade Gale Lv.8
2,2191,9,{科技},{升级} {疾风} Lv.9,2191,9,1_40+3_4+1105_8+11_4000,0,Technology,Upgrade Gale Lv.9
2,2191,10,{科技},{升级} {疾风} Lv.10,2191,10,1_40+3_4+1105_8+11_4000,0,Technology,Upgrade Gale Lv.10
3,2,1,{建造},{升级} {建筑} x1,2,1,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x1
3,2,2,{建造},{升级} {建筑} x3,2,3,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x3
3,2,3,{建造},{升级} {建筑} x5,2,5,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x5
3,2,4,{建造},{升级} {建筑} x7,2,7,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x7
3,2,5,{建造},{升级} {建筑} x9,2,9,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x9
3,2,6,{建造},{升级} {建筑} x11,2,11,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x11
3,2,7,{建造},{升级} {建筑} x13,2,13,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x13
3,2,8,{建造},{升级} {建筑} x15,2,15,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x15
3,2,9,{建造},{升级} {建筑} x17,2,17,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x17
3,2,10,{建造},{升级} {建筑} x19,2,19,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x19
3,2,11,{建造},{升级} {建筑} x21,2,21,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x21
3,2,12,{建造},{升级} {建筑} x23,2,23,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x23
3,2,13,{建造},{升级} {建筑} x25,2,25,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x25
3,2,14,{建造},{升级} {建筑} x27,2,27,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x27
3,2,15,{建造},{升级} {建筑} x29,2,29,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x29
3,2,16,{建造},{升级} {建筑} x31,2,31,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x31
3,2,17,{建造},{升级} {建筑} x33,2,33,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x33
3,2,18,{建造},{升级} {建筑} x35,2,35,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x35
3,2,19,{建造},{升级} {建筑} x37,2,37,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x37
3,2,20,{建造},{升级} {建筑} x39,2,39,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x39
3,2,21,{建造},{升级} {建筑} x41,2,41,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x41
3,2,22,{建造},{升级} {建筑} x43,2,43,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x43
3,2,23,{建造},{升级} {建筑} x45,2,45,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x45
3,2,24,{建造},{升级} {建筑} x47,2,47,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x47
3,2,25,{建造},{升级} {建筑} x49,2,49,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x49
3,2,26,{建造},{升级} {建筑} x51,2,51,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x51
3,2,27,{建造},{升级} {建筑} x53,2,53,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x53
3,2,28,{建造},{升级} {建筑} x55,2,55,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x55
3,2,29,{建造},{升级} {建筑} x57,2,57,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x57
3,2,30,{建造},{升级} {建筑} x59,2,59,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x59
3,2,31,{建造},{升级} {建筑} x61,2,61,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x61
3,2,32,{建造},{升级} {建筑} x63,2,63,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x63
3,2,33,{建造},{升级} {建筑} x65,2,65,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x65
3,2,34,{建造},{升级} {建筑} x67,2,67,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x67
3,2,35,{建造},{升级} {建筑} x69,2,69,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x69
3,2,36,{建造},{升级} {建筑} x71,2,71,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x71
3,2,37,{建造},{升级} {建筑} x73,2,73,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x73
3,2,38,{建造},{升级} {建筑} x75,2,75,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x75
3,2,39,{建造},{升级} {建筑} x77,2,77,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x77
3,2,40,{建造},{升级} {建筑} x79,2,79,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x79
3,2,41,{建造},{升级} {建筑} x81,2,81,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x81
3,2,42,{建造},{升级} {建筑} x83,2,83,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x83
3,2,43,{建造},{升级} {建筑} x85,2,85,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x85
3,2,44,{建造},{升级} {建筑} x87,2,87,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x87
3,2,45,{建造},{升级} {建筑} x89,2,89,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x89
3,2,46,{建造},{升级} {建筑} x91,2,91,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x91
3,2,47,{建造},{升级} {建筑} x93,2,93,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x93
3,2,48,{建造},{升级} {建筑} x95,2,95,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x95
3,2,49,{建造},{升级} {建筑} x97,2,97,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x97
3,2,50,{建造},{升级} {建筑} x99,2,99,1_10+3_1+1105_2+11_1000,BuildUpPanel_1,Build,Upgrade Building x99
3,2,51,{建造},{升级} {建筑} x101,2,101,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x101
3,2,52,{建造},{升级} {建筑} x103,2,103,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x103
3,2,53,{建造},{升级} {建筑} x105,2,105,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x105
3,2,54,{建造},{升级} {建筑} x107,2,107,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x107
3,2,55,{建造},{升级} {建筑} x109,2,109,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x109
3,2,56,{建造},{升级} {建筑} x111,2,111,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x111
3,2,57,{建造},{升级} {建筑} x113,2,113,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x113
3,2,58,{建造},{升级} {建筑} x115,2,115,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x115
3,2,59,{建造},{升级} {建筑} x117,2,117,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x117
3,2,60,{建造},{升级} {建筑} x119,2,119,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x119
3,2,61,{建造},{升级} {建筑} x121,2,121,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x121
3,2,62,{建造},{升级} {建筑} x123,2,123,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x123
3,2,63,{建造},{升级} {建筑} x125,2,125,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x125
3,2,64,{建造},{升级} {建筑} x127,2,127,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x127
3,2,65,{建造},{升级} {建筑} x129,2,129,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x129
3,2,66,{建造},{升级} {建筑} x131,2,131,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x131
3,2,67,{建造},{升级} {建筑} x133,2,133,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x133
3,2,68,{建造},{升级} {建筑} x135,2,135,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x135
3,2,69,{建造},{升级} {建筑} x137,2,137,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x137
3,2,70,{建造},{升级} {建筑} x139,2,139,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x139
3,2,71,{建造},{升级} {建筑} x141,2,141,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x141
3,2,72,{建造},{升级} {建筑} x143,2,143,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x143
3,2,73,{建造},{升级} {建筑} x145,2,145,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x145
3,2,74,{建造},{升级} {建筑} x147,2,147,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x147
3,2,75,{建造},{升级} {建筑} x149,2,149,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x149
3,2,76,{建造},{升级} {建筑} x151,2,151,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x151
3,2,77,{建造},{升级} {建筑} x153,2,153,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x153
3,2,78,{建造},{升级} {建筑} x155,2,155,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x155
3,2,79,{建造},{升级} {建筑} x157,2,157,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x157
3,2,80,{建造},{升级} {建筑} x159,2,159,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x159
3,2,81,{建造},{升级} {建筑} x161,2,161,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x161
3,2,82,{建造},{升级} {建筑} x163,2,163,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x163
3,2,83,{建造},{升级} {建筑} x165,2,165,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x165
3,2,84,{建造},{升级} {建筑} x167,2,167,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x167
3,2,85,{建造},{升级} {建筑} x169,2,169,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x169
3,2,86,{建造},{升级} {建筑} x171,2,171,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x171
3,2,87,{建造},{升级} {建筑} x173,2,173,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x173
3,2,88,{建造},{升级} {建筑} x175,2,175,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x175
3,2,89,{建造},{升级} {建筑} x177,2,177,1_20+3_2+1105_4+11_2000,BuildUpPanel_1,Build,Upgrade Building x177
