skill_type,skill_id,Lv,Effecs,des,des_en
2,22,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,22,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,22,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,22,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,108,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,108,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,108,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,108,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,49,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,49,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,49,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,49,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,32,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,32,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,32,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,32,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,107,1,45_0.016,{技能触发概率} +1.6%,Skill Trigger Probability +1.6%
2,107,2,45_0.032,{技能触发概率} +3.2%,Skill Trigger Probability +3.2%
2,107,3,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
2,107,4,45_0.064,{技能触发概率} +6.4%,Skill Trigger Probability +6.4%
2,23,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,23,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,23,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,23,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,21,1,45_0.016,{技能触发概率} +1.6%,Skill Trigger Probability +1.6%
2,21,2,45_0.032,{技能触发概率} +3.2%,Skill Trigger Probability +3.2%
2,21,3,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
2,21,4,45_0.064,{技能触发概率} +6.4%,Skill Trigger Probability +6.4%
2,106,1,45_0.012,{技能触发概率} +1.2%,Skill Trigger Probability +1.2%
2,106,2,45_0.024,{技能触发概率} +2.4%,Skill Trigger Probability +2.4%
2,106,3,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
2,106,4,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
2,38,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,38,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,38,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,38,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,42,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,42,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,42,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,42,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,35,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,35,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,35,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,35,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,34,1,45_0.012,{技能触发概率} +1.2%,Skill Trigger Probability +1.2%
2,34,2,45_0.024,{技能触发概率} +2.4%,Skill Trigger Probability +2.4%
2,34,3,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
2,34,4,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
2,103,1,45_0.012,{技能触发概率} +1.2%,Skill Trigger Probability +1.2%
2,103,2,45_0.024,{技能触发概率} +2.4%,Skill Trigger Probability +2.4%
2,103,3,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
2,103,4,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
2,33,1,45_0.018,{技能触发概率} +1.8%,Skill Trigger Probability +1.8%
2,33,2,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
2,33,3,45_0.054,{技能触发概率} +5.4%,Skill Trigger Probability +5.4%
2,33,4,45_0.072,{技能触发概率} +7.2%,Skill Trigger Probability +7.2%
2,26,1,45_0.018,{技能触发概率} +1.8%,Skill Trigger Probability +1.8%
2,26,2,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
2,26,3,45_0.054,{技能触发概率} +5.4%,Skill Trigger Probability +5.4%
2,26,4,45_0.072,{技能触发概率} +7.2%,Skill Trigger Probability +7.2%
2,37,1,45_0.018,{技能触发概率} +1.8%,Skill Trigger Probability +1.8%
2,37,2,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
2,37,3,45_0.054,{技能触发概率} +5.4%,Skill Trigger Probability +5.4%
2,37,4,45_0.072,{技能触发概率} +7.2%,Skill Trigger Probability +7.2%
2,24,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,24,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,24,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,24,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,25,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,25,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,25,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,25,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,31,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,31,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,31,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,31,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,39,1,45_0.016,{技能触发概率} +1.6%,Skill Trigger Probability +1.6%
2,39,2,45_0.032,{技能触发概率} +3.2%,Skill Trigger Probability +3.2%
2,39,3,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
2,39,4,45_0.064,{技能触发概率} +6.4%,Skill Trigger Probability +6.4%
2,40,1,45_0.016,{技能触发概率} +1.6%,Skill Trigger Probability +1.6%
2,40,2,45_0.032,{技能触发概率} +3.2%,Skill Trigger Probability +3.2%
2,40,3,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
2,40,4,45_0.064,{技能触发概率} +6.4%,Skill Trigger Probability +6.4%
2,28,1,45_0.016,{技能触发概率} +1.6%,Skill Trigger Probability +1.6%
2,28,2,45_0.032,{技能触发概率} +3.2%,Skill Trigger Probability +3.2%
2,28,3,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
2,28,4,45_0.064,{技能触发概率} +6.4%,Skill Trigger Probability +6.4%
2,29,1,45_0.016,{技能触发概率} +1.6%,Skill Trigger Probability +1.6%
2,29,2,45_0.032,{技能触发概率} +3.2%,Skill Trigger Probability +3.2%
2,29,3,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
2,29,4,45_0.064,{技能触发概率} +6.4%,Skill Trigger Probability +6.4%
2,27,1,45_0.016,{技能触发概率} +1.6%,Skill Trigger Probability +1.6%
2,27,2,45_0.032,{技能触发概率} +3.2%,Skill Trigger Probability +3.2%
2,27,3,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
2,27,4,45_0.064,{技能触发概率} +6.4%,Skill Trigger Probability +6.4%
2,30,1,45_0.016,{技能触发概率} +1.6%,Skill Trigger Probability +1.6%
2,30,2,45_0.032,{技能触发概率} +3.2%,Skill Trigger Probability +3.2%
2,30,3,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
2,30,4,45_0.064,{技能触发概率} +6.4%,Skill Trigger Probability +6.4%
2,36,1,45_0.012,{技能触发概率} +1.2%,Skill Trigger Probability +1.2%
2,36,2,45_0.024,{技能触发概率} +2.4%,Skill Trigger Probability +2.4%
2,36,3,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
2,36,4,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
2,105,1,45_0.012,{技能触发概率} +1.2%,Skill Trigger Probability +1.2%
2,105,2,45_0.024,{技能触发概率} +2.4%,Skill Trigger Probability +2.4%
2,105,3,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
2,105,4,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
2,43,1,45_0.012,{技能触发概率} +1.2%,Skill Trigger Probability +1.2%
2,43,2,45_0.024,{技能触发概率} +2.4%,Skill Trigger Probability +2.4%
2,43,3,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
2,43,4,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
2,44,1,45_0.012,{技能触发概率} +1.2%,Skill Trigger Probability +1.2%
2,44,2,45_0.024,{技能触发概率} +2.4%,Skill Trigger Probability +2.4%
2,44,3,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
2,44,4,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
2,90,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,90,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,90,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,90,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,104,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,104,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,104,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,104,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,109,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,109,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,109,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,109,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,41,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,41,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,41,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,41,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,58,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,58,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,58,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,58,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,58,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
2,141,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,141,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,141,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,141,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,141,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
2,140,1,45_0.018,{技能触发概率} +1.8%,Skill Trigger Probability +1.8%
2,140,2,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
2,140,3,45_0.054,{技能触发概率} +5.4%,Skill Trigger Probability +5.4%
2,140,4,45_0.072,{技能触发概率} +7.2%,Skill Trigger Probability +7.2%
2,140,5,45_0.090,{技能触发概率} +9.0%,Skill Trigger Probability +9.0%
2,126,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,126,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,126,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,126,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,126,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
2,87,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,87,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,87,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,87,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,87,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
2,144,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,144,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,144,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,144,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,144,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
2,66,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,66,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,66,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,66,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,66,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
2,100,1,45_0.012,{技能触发概率} +1.2%,Skill Trigger Probability +1.2%
2,100,2,45_0.024,{技能触发概率} +2.4%,Skill Trigger Probability +2.4%
2,100,3,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
2,100,4,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
2,100,5,45_0.060,{技能触发概率} +6.0%,Skill Trigger Probability +6.0%
2,102,1,45_0.012,{技能触发概率} +1.2%,Skill Trigger Probability +1.2%
2,102,2,45_0.024,{技能触发概率} +2.4%,Skill Trigger Probability +2.4%
2,102,3,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
2,102,4,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
2,102,5,45_0.060,{技能触发概率} +6.0%,Skill Trigger Probability +6.0%
2,65,1,45_0.018,{技能触发概率} +1.8%,Skill Trigger Probability +1.8%
2,65,2,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
2,65,3,45_0.054,{技能触发概率} +5.4%,Skill Trigger Probability +5.4%
2,65,4,45_0.072,{技能触发概率} +7.2%,Skill Trigger Probability +7.2%
2,65,5,45_0.090,{技能触发概率} +9.0%,Skill Trigger Probability +9.0%
2,64,1,45_0.018,{技能触发概率} +1.8%,Skill Trigger Probability +1.8%
2,64,2,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
2,64,3,45_0.054,{技能触发概率} +5.4%,Skill Trigger Probability +5.4%
2,64,4,45_0.072,{技能触发概率} +7.2%,Skill Trigger Probability +7.2%
2,64,5,45_0.090,{技能触发概率} +9.0%,Skill Trigger Probability +9.0%
2,142,1,45_0.018,{技能触发概率} +1.8%,Skill Trigger Probability +1.8%
2,142,2,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
2,142,3,45_0.054,{技能触发概率} +5.4%,Skill Trigger Probability +5.4%
2,142,4,45_0.072,{技能触发概率} +7.2%,Skill Trigger Probability +7.2%
2,142,5,45_0.090,{技能触发概率} +9.0%,Skill Trigger Probability +9.0%
2,117,1,45_0.018,{技能触发概率} +1.8%,Skill Trigger Probability +1.8%
2,117,2,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
2,117,3,45_0.054,{技能触发概率} +5.4%,Skill Trigger Probability +5.4%
2,117,4,45_0.072,{技能触发概率} +7.2%,Skill Trigger Probability +7.2%
2,117,5,45_0.090,{技能触发概率} +9.0%,Skill Trigger Probability +9.0%
2,137,1,45_0.018,{技能触发概率} +1.8%,Skill Trigger Probability +1.8%
2,137,2,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
2,137,3,45_0.054,{技能触发概率} +5.4%,Skill Trigger Probability +5.4%
2,137,4,45_0.072,{技能触发概率} +7.2%,Skill Trigger Probability +7.2%
2,137,5,45_0.090,{技能触发概率} +9.0%,Skill Trigger Probability +9.0%
2,138,1,45_0.018,{技能触发概率} +1.8%,Skill Trigger Probability +1.8%
2,138,2,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
2,138,3,45_0.054,{技能触发概率} +5.4%,Skill Trigger Probability +5.4%
2,138,4,45_0.072,{技能触发概率} +7.2%,Skill Trigger Probability +7.2%
2,138,5,45_0.090,{技能触发概率} +9.0%,Skill Trigger Probability +9.0%
2,139,1,45_0.018,{技能触发概率} +1.8%,Skill Trigger Probability +1.8%
2,139,2,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
2,139,3,45_0.054,{技能触发概率} +5.4%,Skill Trigger Probability +5.4%
2,139,4,45_0.072,{技能触发概率} +7.2%,Skill Trigger Probability +7.2%
2,139,5,45_0.090,{技能触发概率} +9.0%,Skill Trigger Probability +9.0%
2,130,1,45_0.018,{技能触发概率} +1.8%,Skill Trigger Probability +1.8%
2,130,2,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
2,130,3,45_0.054,{技能触发概率} +5.4%,Skill Trigger Probability +5.4%
2,130,4,45_0.072,{技能触发概率} +7.2%,Skill Trigger Probability +7.2%
2,130,5,45_0.090,{技能触发概率} +9.0%,Skill Trigger Probability +9.0%
2,131,1,45_0.018,{技能触发概率} +1.8%,Skill Trigger Probability +1.8%
2,131,2,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
2,131,3,45_0.054,{技能触发概率} +5.4%,Skill Trigger Probability +5.4%
2,131,4,45_0.072,{技能触发概率} +7.2%,Skill Trigger Probability +7.2%
2,131,5,45_0.090,{技能触发概率} +9.0%,Skill Trigger Probability +9.0%
2,101,1,45_0.012,{技能触发概率} +1.2%,Skill Trigger Probability +1.2%
2,101,2,45_0.024,{技能触发概率} +2.4%,Skill Trigger Probability +2.4%
2,101,3,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
2,101,4,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
2,101,5,45_0.060,{技能触发概率} +6.0%,Skill Trigger Probability +6.0%
2,112,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,112,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,112,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,112,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,112,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
2,127,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,127,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,127,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,127,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,127,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
2,125,1,45_0.012,{技能触发概率} +1.2%,Skill Trigger Probability +1.2%
2,125,2,45_0.024,{技能触发概率} +2.4%,Skill Trigger Probability +2.4%
2,125,3,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
2,125,4,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
2,125,5,45_0.060,{技能触发概率} +6.0%,Skill Trigger Probability +6.0%
2,91,1,45_0.012,{技能触发概率} +1.2%,Skill Trigger Probability +1.2%
2,91,2,45_0.024,{技能触发概率} +2.4%,Skill Trigger Probability +2.4%
2,91,3,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
2,91,4,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
2,91,5,45_0.060,{技能触发概率} +6.0%,Skill Trigger Probability +6.0%
2,128,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,128,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,128,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,128,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,128,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
2,129,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,129,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,129,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,129,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,129,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
2,132,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,132,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,132,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,132,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,132,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
2,133,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,133,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,133,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,133,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,133,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
2,123,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,123,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,123,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,123,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,123,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
2,60,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,60,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,60,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,60,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,60,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
2,110,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,110,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,110,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,110,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,110,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
2,61,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,61,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,61,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,61,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,61,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
2,83,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,83,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,83,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,83,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,83,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
2,114,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,114,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,114,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,114,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,114,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
2,118,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,118,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,118,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,118,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,118,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
2,59,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,59,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,59,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,59,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,59,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
2,134,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,134,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,134,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,134,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,134,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
2,135,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,135,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,135,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,135,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,135,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
2,136,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,136,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,136,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,136,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,136,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
2,122,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,122,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,122,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,122,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,122,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
2,143,1,45_0.018,{技能触发概率} +1.8%,Skill Trigger Probability +1.8%
2,143,2,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
2,143,3,45_0.054,{技能触发概率} +5.4%,Skill Trigger Probability +5.4%
2,143,4,45_0.072,{技能触发概率} +7.2%,Skill Trigger Probability +7.2%
2,143,5,45_0.090,{技能触发概率} +9.0%,Skill Trigger Probability +9.0%
