AiNum,GroupType,Des,HeroNum1,SkillNum1,HeroNum2,SkillNum2,HeroNum3,SkillNum3,Des_en
50172,5,小型要塞领主_3,2027,3_18+2_137+2_138+2_64,71,1_47+1_11+2_109,109,2_119+2_32+1_1026,
50173,5,村长_1,2028,2_94+1_46+1_1026+2_134,87,2_92+2_42+2_12,36,1_23+2_43+1_4,
60001,6,★{新手推荐}★,60,2_81+2_100+3_26+2_102,34,1_40+1_46+1_49+2_99,72,1_37+2_114+1_28+1_56,★Beginner Recommend★
60002,6,★{新手推荐}★,100,3_29+2_101+2_144+2_112,34,1_40+1_46+1_49+2_99,72,1_37+2_114+1_28+1_56,★Beginner Recommend★
60003,6,★{新手推荐}★,99,2_113+3_34+2_102+2_100,34,1_40+1_46+1_49+2_99,72,1_37+2_114+1_29+1_28,★Beginner Recommend★
60004,6,{热门方案}_1,86,2_80+2_117+2_100+3_27,34,1_40+1_46+1_28+1_29,105,1_65+2_114+1_49+2_58,Popular Plan_1
60005,6,{热门方案}_2,86,2_80+2_61+2_100+2_102,34,1_40+1_46+1_28+1_29,95,2_97+3_26+2_66+2_126,Popular Plan_2
60006,6,{热门方案}_3,60,2_81+2_102+3_26+2_66,66,1_42+1_32+2_99+2_136,72,1_37+1_49+2_114+2_58,Popular Plan_3
60007,6,{热门方案}_4,60,2_81+2_102+3_26+2_66,92,2_94+1_28+1_46+1_29,61,1_44+1_49+1_32+1_82,Popular Plan_4
60008,6,{热门方案}_5,69,3_18+2_65+2_64+2_137,40,1_26+3_16+1_46+2_21,72,1_37+1_28+1_49+2_58,Popular Plan_5
60009,6,{热门方案}_6,69,3_18+2_65+2_64+2_137,92,2_94+1_31+2_63+2_62,40,1_26+3_16+1_46+2_141,Popular Plan_6
60010,6,{热门方案}_7,99,2_113+2_102+3_26+2_100,105,1_65+1_49+1_56+1_34,66,1_42+1_32+1_35+1_30,Popular Plan_7
60011,6,{热门方案}_8,99,2_113+3_34+3_26+2_102,90,2_93+1_28+1_46+1_58,55,2_84+1_49+1_32+1_34,Popular Plan_8
60012,6,{热门方案}_9,77,3_19+4_18+1_48+4_12,2,1_43+1_32+2_62+1_35,72,1_37+1_28+1_49+2_58,Popular Plan_9
60013,6,{热门方案}_10,77,3_19+4_18+4_12+4_17,66,1_42+1_32+2_99+2_136,62,1_38+2_134+2_141+1_58,Popular Plan_10
60014,6,{热门方案}_11,74,2_71+3_34+2_100+2_102,68,1_36+1_56+1_28+1_74,61,1_44+1_32+1_35+2_99,Popular Plan_11
60015,6,{热门方案}_12,74,2_71+2_117+3_27+2_100,34,1_40+1_46+1_28+1_29,105,1_65+2_114+1_49+2_58,Popular Plan_12
60016,6,{热门方案}_13,106,4_19+1_48+4_18+4_13,72,1_37+1_79+2_141+2_140,1,3_12+2_62+2_63+2_90,Popular Plan_13
60017,6,{热门方案}_14,106,4_19+4_13+1_48+4_24,111,1_73+1_46+1_80+1_83,84,2_86+1_35+1_32+2_136,Popular Plan_14
60018,6,{热门方案}_15,70,2_73+2_126+2_131+2_132,32,2_79+3_15+2_64+2_66,68,1_36+1_56+1_28+1_74,Popular Plan_15
60019,6,{热门方案}_16,75,2_77+3_25+2_60+2_66,55,2_84+1_64+2_141+2_134,70,2_73+2_126+2_131+2_132,Popular Plan_16
60020,6,{热门方案}_17,108,2_116+2_117+3_27+2_142,66,1_42+1_31+1_32+1_13,105,1_65+1_46+1_28+2_134,Popular Plan_17
60021,6,{热门方案}_18,108,2_116+2_117+3_27+2_142,112,1_75+1_64+1_60+2_58,40,1_26+3_16+1_46+2_21,Popular Plan_18
60022,6,{热门方案}_19,51,2_70+2_112+2_128+2_133,68,1_36+1_74+1_28+2_141,107,1_67+1_61+2_110+2_59,Popular Plan_19
60023,6,{热门方案}_20,51,2_70+2_112+2_128+2_133,92,2_94+1_28+1_74+1_46,101,1_63+1_60+1_64+2_58,Popular Plan_20
60024,6,{热门方案}_21,23,2_67+2_100+2_102+2_142,2,1_43+1_33+1_35+1_32,109,2_119+1_28+1_58+2_134,Popular Plan_21
60025,6,{热门方案}_22,23,2_67+3_27+2_142+2_117,59,1_39+2_141+2_58+2_99,67,1_41+1_35+1_34+2_124,Popular Plan_22
60026,6,{热门方案}_23,76,2_72+3_27+2_65+2_146,112,1_75+1_60+1_59+2_83,97,1_52+2_58+1_28+1_46,Popular Plan_23
60027,6,{热门方案}_24,76,2_72+2_65+2_137+2_138,92,2_94+1_74+1_28+2_58,3,2_75+1_76+2_59+2_134,Popular Plan_24
60028,6,{热门方案}_25,93,2_95+3_26+2_101+2_112,65,2_68+2_141+1_46+1_74,64,2_74+1_32+1_31+1_34,Popular Plan_25
60029,6,{热门方案}_26,93,2_95+3_26+2_101+2_112,68,1_36+1_83+2_58+2_140,2,1_43+1_33+1_35+1_32,Popular Plan_26
60030,6,{热门方案}_27,103,2_115+3_25+2_126+2_66,97,1_52+2_58+1_28+1_46,110,1_71+1_72+1_59+2_136,Popular Plan_27
60031,6,{热门方案}_28,103,2_115+3_25+2_126+2_66,3,2_75+1_76+1_49+2_36,72,1_37+1_28+1_29+2_58,Popular Plan_28
60032,6,{热门方案}_29,95,2_97+2_66+2_126+2_144,40,1_26+3_16+1_46+2_141,66,1_42+1_32+2_99+2_136,Popular Plan_29
60033,6,{热门方案}_30,22,2_76+3_25+2_144+2_66,61,1_44+1_32+1_35+2_99,80,2_88+2_58+2_141+1_77,Popular Plan_30
60034,6,{热门方案}_31,22,2_76+2_66+2_144+2_35,55,2_84+1_28+1_58+2_134,66,1_42+1_32+1_31+1_13,Popular Plan_31
60035,6,{热门方案}_32,3,2_75+1_76+2_59+2_134,65,2_68+2_141+1_46+1_74,79,2_85+3_25+2_65+2_64,Popular Plan_32
60036,6,{热门方案}_33,59,1_39+2_141+2_58+2_99,2,1_43+1_33+1_35+1_32,79,2_85+2_65+3_27+2_64,Popular Plan_33
60037,6,{热门方案}_34,14,2_78+2_144+3_23+2_66,64,2_74+1_32+1_31+1_34,68,1_36+1_46+1_56+2_58,Popular Plan_34
60038,6,{热门方案}_35,14,2_78+2_144+3_23+2_66,3,2_75+1_76+2_59+2_134,97,1_52+2_58+1_28+1_46,Popular Plan_35
60039,6,{热门方案}_36,73,4_15+4_23+3_32+4_22,62,1_38+2_134+1_28+1_58,66,1_42+1_32+1_34+2_122,Popular Plan_36
60040,6,{热门方案}_37,88,1_50+1_79+4_27+4_17,111,1_73+2_58+2_59+2_134,73,4_15+4_16+1_48+4_21,Popular Plan_37
60041,6,{热门方案}_38,78,4_26+1_48+4_12+4_13,40,1_26+1_56+2_141+2_140,88,1_50+1_79+4_27+4_17,Popular Plan_38
60042,6,{热门方案}_39,28,4_14+4_12+4_13+4_24,62,1_38+1_66+1_58+1_10,88,1_50+1_79+4_27+4_17,Popular Plan_39
60043,6,{热门方案}_40,78,4_26+1_48+4_12+4_13,80,2_88+2_58+2_141+1_77,110,1_71+1_81+1_70+1_72,Popular Plan_40
60044,6,{热门方案}_41,28,4_14+4_12+4_13+4_24,113,1_84+1_46+1_82+1_28,72,1_37+1_64+1_83+2_58,Popular Plan_41
60045,6,{热门方案}_42,47,2_69+2_87+2_66+2_126,71,1_47+1_70+2_99+2_136,84,2_86+1_56+1_28+2_140,Popular Plan_42
60046,6,{热门方案}_43,47,2_69+2_87+2_66+2_126,59,1_39+2_141+2_58+2_99,2,1_43+1_33+1_35+1_32,Popular Plan_43
60047,6,{热门方案}_44,96,2_98+2_66+2_126+2_125,68,1_36+1_74+1_28+2_141,101,1_63+1_60+1_64+2_58,Popular Plan_44
60048,6,{热门方案}_45,96,2_98+2_66+2_126+2_125,66,1_42+1_32+1_34+2_122,92,2_94+1_28+1_74+1_46,Popular Plan_45
60049,6,{热门方案}_46,111,1_73+1_64+2_58+2_140,110,1_71+1_72+1_59+2_136,98,2_111+3_26+3_25+2_101,Popular Plan_46
60050,6,{热门方案}_47,98,2_111+3_26+3_25+2_101,72,1_37+2_114+1_56+2_141,64,2_74+1_32+1_31+1_34,Popular Plan_47
60051,6,{热门方案}_48,71,1_47+1_70+2_122+2_135,75,2_77+2_65+2_66+2_102,111,1_73+2_58+2_59+2_134,Popular Plan_48
60052,6,{热门方案}_49,46,3_20+3_36+4_28+4_20,113,1_84+1_46+1_82+1_28,40,1_26+3_16+2_63+2_58,Popular Plan_49
60053,6,{热门方案}_50,46,3_20+3_36+3_37+4_28,109,2_119+2_141+1_58+1_28,110,1_71+1_81+1_70+1_72,Popular Plan_50
60054,6,{热门方案}_51,100,3_29+2_101+2_144+2_112,107,1_67+1_61+2_110+2_59,92,2_94+1_74+1_28+2_58,Popular Plan_51
60055,6,{热门方案}_52,100,3_29+2_66+2_87+2_126,84,2_86+1_56+1_28+2_140,111,1_73+2_58+2_59+2_134,Popular Plan_52
60056,6,{热门方案}_53,110,1_71+1_72+1_59+2_136,63,2_82+2_139+2_127+2_128,109,2_119+2_58+1_28+1_29,Popular Plan_53
60057,6,{热门方案}_54,63,2_82+2_127+2_128+2_132,64,2_74+1_32+1_31+1_34,80,2_88+2_58+2_141+1_77,Popular Plan_54
60058,6,{热门方案}_55,32,2_79+3_15+2_66+2_126,64,2_74+1_32+1_31+1_34,97,1_52+2_99+2_58+1_46,Popular Plan_55
60059,6,{热门方案}_56,104,3_30+2_65+2_64+2_139,3,2_75+1_76+2_59+2_134,68,1_36+1_83+2_58+2_140,Popular Plan_56
60060,6,{热门方案}_57,104,3_30+2_126+2_87+2_66,112,1_75+2_114+1_64+2_141,92,2_94+1_28+1_74+1_46,Popular Plan_57
60061,6,{热门方案}_58,97,1_52+3_24+1_77+2_62,40,1_26+3_15+3_22+3_16,67,1_41+3_17+1_68+1_27,Popular Plan_58
60062,6,{热门方案}_59,114,2_145+3_27+2_65+2_146,34,1_40+1_46+1_49+2_99,72,1_37+2_114+1_28+1_56,Popular Plan_59
60063,6,{热门方案}_60,114,2_145+3_15+2_65+2_64,90,2_93+1_56+1_46+1_58,112,1_75+1_64+1_60+2_58,Popular Plan_60
60064,6,★{初心者} {方案}1★,52,1_14+2_42+2_12,37,2_56+1_13+2_12,57,2_47+1_19+2_22,★Beginner Plan1★
81126,6,★{初心者} {方案}2★,52,1_14+2_42+2_12,37,2_56+1_13+2_12,39,1_15+2_22+1_19,★Beginner Plan2★
60065,6,{热门方案}_61,20,2_51+2_35+2_37,5,1_16+1_21+2_22,36,1_23+1_13+2_109,Popular Plan_61
60066,6,{热门方案}_62,89,1_51+1_8+2_32,16,2_45+2_34+2_103,12,2_55+2_90+2_44,Popular Plan_62
60067,6,{热门方案}_63,20,2_51+2_35+2_37,39,1_15+2_49+1_19,1,3_12+1_8+2_105,Popular Plan_63
60068,6,{热门方案}_64,52,1_14+2_38+2_42,5,1_16+1_21+2_22,36,1_23+1_13+2_109,Popular Plan_64
60069,6,{热门方案}_65,85,2_89+2_34+2_42,39,1_15+1_8+2_22,89,1_51+2_106+2_36,Popular Plan_65
60070,6,{热门方案}_66,35,2_54+2_37+2_39,13,3_11+2_36+2_105,5,1_16+1_8+2_32,Popular Plan_66
60071,6,{热门方案}_67,35,2_54+2_37+2_39,7,1_24+1_19+2_106,9,1_22+2_108+2_36,Popular Plan_67
60072,6,{热门方案}_68,50,3_10+4_4+4_5,7,1_24+1_10+1_9,27,1_17+2_32+2_106,Popular Plan_68
60073,6,{热门方案}_69,16,2_45+2_34+2_103,36,1_23+1_13+2_109,57,2_47+2_32+1_8,Popular Plan_69
60074,6,{热门方案}_70,29,1_20+1_19+2_36,16,2_45+2_34+2_103,27,1_17+1_8+2_32,Popular Plan_70
60075,6,{热门方案}_71,94,2_96+2_43+1_13,85,2_89+2_38+2_35,29,1_20+1_19+2_36,Popular Plan_71
60076,6,{热门方案}_72,89,1_51+2_106+2_36,37,2_56+2_42+2_27,9,1_22+2_22+1_21,Popular Plan_72
60077,6,{热门方案}_73,87,2_92+2_34+2_33,9,1_22+2_108+2_36,6,1_18+2_104+2_105,Popular Plan_73
60078,6,{热门方案}_74,87,2_92+2_38+2_33,94,2_96+2_43+1_13,15,2_48+2_23+1_8,Popular Plan_74
60079,6,{热门方案}_75,6,1_18+2_104+2_105,38,2_53+2_39+2_42,37,2_56+2_27+2_41,Popular Plan_75
60080,6,{热门方案}_76,38,2_53+2_39+2_42,18,2_50+1_69+2_43,15,2_48+2_32+2_49,Popular Plan_76
60081,6,{热门方案}_77,58,4_10+4_4+4_5,7,1_24+1_10+1_9,11,2_46+2_105+1_45,Popular Plan_77
60082,6,{热门方案}_78,91,3_21+2_103+2_34,11,2_46+2_105+1_45,18,2_50+1_69+2_43,Popular Plan_78
60083,6,{热门方案}_79,12,2_55+2_90+2_44,91,3_21+2_103+2_34,13,3_11+2_36+2_105,Popular Plan_79
60084,6,{热门方案}_80,33,2_52+2_26+2_25,36,1_23+1_13+2_109,1,3_12+1_8+2_105,Popular Plan_80
60085,6,{热门方案}_81,33,2_52+2_33+2_29,5,1_16+1_21+2_22,94,2_96+2_43+1_13,Popular Plan_81
60086,6,{热门方案}_82,58,4_10+4_4+4_5,7,1_24+1_10+1_9,27,1_17+1_21+2_22,Popular Plan_82
60087,6,{热门方案}_83,50,3_10+4_4+4_5,29,1_20+1_9+1_10,39,1_15+2_49+1_19,Popular Plan_83
60088,6,{热门方案}_84,49,2_57+2_35+2_38,15,2_48+1_8+2_106,12,2_55+2_90+2_44,Popular Plan_84
60089,6,{热门方案}_85,49,2_57+2_35+2_38,18,2_50+1_69+2_43,57,2_47+1_8+2_105,Popular Plan_85
60090,6,{热门方案}_86,4,2_5+2_12+2_19,10,2_6+1_5+1_3,24,1_7+2_3+1_2,Popular Plan_86
60091,6,{热门方案}_87,4,2_5+2_12+2_19,21,2_1+1_5+2_16,25,2_2+1_2+1_4,Popular Plan_87
60092,6,{热门方案}_88,24,1_7+2_3+1_2,25,2_2+1_3+2_8,26,2_15+2_12+3_4,Popular Plan_88
60093,6,{热门方案}_89,26,2_15+2_12+3_4,30,2_11+1_3+2_8,48,1_1+2_3+2_16,Popular Plan_89
60094,6,{热门方案}_90,17,2_13+2_12+2_20,10,2_6+1_5+2_3,30,2_11+1_3+2_8,Popular Plan_90
60095,6,{热门方案}_91,17,2_13+2_12+2_20,21,2_1+1_5+2_16,31,2_14+1_4+1_6,Popular Plan_91
60096,6,{热门方案}_92,53,2_10+1_2+2_9,56,2_4+2_3+1_5,54,2_17+2_12+3_1,Popular Plan_92
60097,6,{热门方案}_93,31,2_14+2_12+2_19,56,2_4+2_3+1_5,19,2_7+1_6+2_8,Popular Plan_93
60098,6,{热门方案}_94,8,2_18+2_12+3_3,19,2_7+1_6+2_8,48,1_1+2_3+2_16,Popular Plan_94
60099,6,{热门方案}_95,8,2_18+2_12+3_3,53,2_10+1_2+2_9,54,2_17+2_8+1_6,Popular Plan_95
60100,6,{热门方案}_96,46,3_20+4_20+4_16+3_28,115,1_86+1_29+1_76+1_58,72,1_37+1_28+1_56+1_88,Popular Plan_96
60101,6,{热门方案}_97,23,2_67+2_102+3_26+2_100,115,1_86+2_114+1_88+1_76,66,1_42+1_56+1_32+1_35,Popular Plan_97
60102,6,{热门方案}_98,93,2_95+3_26+3_38+3_23,66,1_42+1_32+1_35+1_56,116,2_147+1_29+1_76+1_49,Popular Plan_98
60103,6,{热门方案}_99,98,2_111+2_101+3_26+2_144,116,2_147+1_76+1_56+1_29,92,2_94+1_88+2_110+1_28,Popular Plan_99
70001,7,荒原组合Lv.1,4,2_5,19,2_7,10,2_6,
70002,7,荒原组合Lv.2,21,2_1,8,2_18,24,1_7,
70003,7,荒原组合Lv.3,17,2_13,25,2_2,30,2_11,
70004,7,荒原组合Lv.4,54,2_17,53,2_10,56,2_4,
70005,7,荒原组合Lv.5,26,2_15,31,2_14,48,1_1,
70006,7,荒原组合Lv.6,24,1_7,31,2_14,10,2_6,
70007,7,荒原组合Lv.7,54,2_17,56,2_4,4,2_5,
70008,7,荒原组合Lv.8,19,2_7,4,2_5,48,1_1,
70009,7,荒原组合Lv.9,8,2_18,21,2_1,53,2_10,
70010,7,荒原组合Lv.10,25,2_2,17,2_13,30,2_11,
70011,7,荒原组合Lv.11,53,2_10,54,2_17,56,2_4,
70012,7,荒原组合Lv.12,19,2_7,26,2_15,48,1_1,
70013,7,荒原组合Lv.13,31,2_14,24,1_7,25,2_2,
70014,7,荒原组合Lv.14,30,2_11,21,2_1,8,2_18,
70015,7,荒原组合Lv.15,10,2_6,17,2_13,4,2_5,
70016,7,荒原组合Lv.16,24,1_7,8,2_18,21,2_1,
70017,7,荒原组合Lv.17,30,2_11,25,2_2,17,2_13,
70018,7,荒原组合Lv.18,56,2_4,53,2_10,54,2_17,
70019,7,荒原组合Lv.19,48,1_1,19,2_7,26,2_15,
70020,7,荒原组合Lv.20,10,2_6,31,2_14,4,2_5,
70021,7,荒原组合Lv.21,4,2_5,30,2_11,21,2_1,
70022,7,荒原组合Lv.22,8,2_18,19,2_7,10,2_6,
70023,7,荒原组合Lv.23,26,2_15,31,2_14,24,1_7,
70024,7,荒原组合Lv.24,17,2_13,25,2_2,48,1_1,
70025,7,荒原组合Lv.25,54,2_17,53,2_10,56,2_4,
70026,7,荒原组合Lv.26,26,2_15,19,2_7,48,1_1,
70027,7,荒原组合Lv.27,17,2_13,31,2_14,10,2_6,
70028,7,荒原组合Lv.28,21,2_1,30,2_11,4,2_5,
70029,7,荒原组合Lv.29,53,2_10,54,2_17,56,2_4,
70030,7,荒原组合Lv.30,8,2_18,25,2_2,24,1_7,
70031,7,荒原组合Lv.31,25,2_2,17,2_13,30,2_11,
70032,7,荒原组合Lv.32,53,2_10,54,2_17,56,2_4,
70033,7,荒原组合Lv.33,19,2_7,26,2_15,48,1_1,
70034,7,荒原组合Lv.34,31,2_14,8,2_18,10,2_6,
70035,7,荒原组合Lv.35,24,1_7,21,2_1,4,2_5,
70036,7,荒原组合Lv.36,54,2_17+4_1,53,2_10+2_8,21,2_1+2_3,
70037,7,荒原组合Lv.37,17,2_13+2_12,56,2_4+2_3,30,2_11+2_9,
70038,7,荒原组合Lv.38,8,2_18+2_12,26,2_15+1_4,10,2_6+1_5,
70039,7,荒原组合Lv.39,4,2_5+4_1,25,2_2+2_19,19,2_7+2_20,
70040,7,荒原组合Lv.40,24,1_7+2_16,31,2_14+2_20,48,1_1+1_5,
70041,7,荒原组合Lv.41_1,4,2_5+2_12,19,2_7+2_19,10,2_6+2_3,
70042,7,荒原组合Lv.41_2,8,2_18+4_1,24,1_7+2_8,21,2_1+1_5,
70043,7,荒原组合Lv.42_1,17,2_13+2_20,30,2_11+2_9,48,1_1+2_16,
70044,7,荒原组合Lv.42_2,26,2_15+1_4,31,2_14+4_2,56,2_4+2_3,
70045,7,荒原组合Lv.43_1,54,2_17+1_6,21,2_1+2_16,19,2_7+2_12,
70046,7,荒原组合Lv.43_2,8,2_18+1_4,53,2_10+2_8,25,2_2+2_19,
70047,7,荒原组合Lv.44_1,26,2_15+1_6,19,2_7+2_12,21,2_1+1_5,
70048,7,荒原组合Lv.44_2,31,2_14+2_20,24,1_7+2_3,48,1_1+2_16,
70049,7,荒原组合Lv.45_1,4,2_5+4_1,30,2_11+2_9,10,2_6+1_5,
70050,7,荒原组合Lv.45_2,56,2_4+2_16,54,2_17+2_12,17,2_13+2_20,
70051,7,荒原组合Lv.46_1,26,2_15+4_1,53,2_10+2_8,21,2_1+2_16,
70052,7,荒原组合Lv.46_2,17,2_13+2_12,56,2_4+2_3,31,2_14+2_20,
70053,7,荒原组合Lv.47_1,8,2_18+2_12,24,1_7+2_3,10,2_6+1_5,
70054,7,荒原组合Lv.47_2,4,2_5+4_1,25,2_2+2_19,19,2_7+2_20,
70055,7,荒原组合Lv.48_1,54,2_17+2_12,30,2_11+2_9,48,1_1+1_5,
70056,7,荒原组合Lv.48_2,8,2_18+2_12,26,2_15+1_6,48,1_1+1_5,
70057,7,荒原组合Lv.49_1,31,2_14+2_20,53,2_10+2_8,54,2_17+4_1,
70058,7,荒原组合Lv.49_2,56,2_4+2_16,24,1_7+2_3,17,2_13+2_12,
70059,7,荒原组合Lv50_1,10,2_6+1_5,4,2_5+4_2,30,2_11+2_9,
70060,7,荒原组合Lv50_2,53,2_10+2_3,26,2_15+2_19,25,2_2+2_20,
70061,7,荒原组合Lv.51_1,4,2_5+2_12,19,2_7+2_19,10,2_6+2_3,
70062,7,荒原组合Lv.51_2,8,2_18+4_1,24,1_7+2_8,21,2_1+1_5,
70063,7,荒原组合Lv.52_1,17,2_13+2_20,30,2_11+2_9,48,1_1+2_16,
70064,7,荒原组合Lv.52_2,54,2_17+2_12,31,2_14+4_2,56,2_4+2_3,
70065,7,荒原组合Lv.53_1,54,2_17+1_6,21,2_1+2_16,19,2_7+2_12,
70066,7,荒原组合Lv.53_2,8,2_18+1_4,53,2_10+2_8,25,2_2+2_19,
70067,7,荒原组合Lv.54_1,26,2_15+1_6,19,2_7+2_12,21,2_1+1_5,
70068,7,荒原组合Lv.54_2,31,2_14+2_20,24,1_7+2_3,48,1_1+2_16,
70069,7,荒原组合Lv.55_1,4,2_5+4_1,30,2_11+2_9,10,2_6+1_5,
70070,7,荒原组合Lv.55_2,56,2_4+2_16,54,2_17+2_12,53,2_10+2_8,
70071,7,荒原组合Lv.56_1,54,2_17+1_4,53,2_10+2_8,10,2_6+1_5,
70072,7,荒原组合Lv.56_2,17,2_13+2_12,56,2_4+2_3,48,1_1+2_16,
70073,7,荒原组合Lv.57_1,8,2_18+2_12,26,2_15+1_4,10,2_6+1_5,
70074,7,荒原组合Lv.57_2,4,2_5+4_1,25,2_2+2_19,19,2_7+2_20,
70075,7,荒原组合Lv.58_1,4,2_5+4_1,30,2_11+2_9,48,1_1+1_5,
70076,7,荒原组合Lv.58_2,8,2_18+2_12,26,2_15+1_6,10,2_6+2_16,
70077,7,荒原组合Lv.59_1,21,2_1+2_3,53,2_10+2_8,54,2_17+4_1,
70078,7,荒原组合Lv.59_2,56,2_4+2_16,24,1_7+2_20,17,2_13+2_12,
70079,7,荒原组合Lv.60_1,10,2_6+1_5,31,2_14+2_20,30,2_11+2_9,
70080,7,荒原组合Lv.60_2,19,2_7+4_3,26,2_15+2_19,17,2_13+2_20,
70081,7,荒原组合Lv.61_1,4,2_5+2_12,19,2_7+2_19,10,2_6+2_3,
70082,7,荒原组合Lv.61_2,8,2_18+4_1,24,1_7+2_8,21,2_1+1_5,
70083,7,荒原组合Lv.62_1,17,2_13+2_20,30,2_11+2_9,48,1_1+2_16,
70084,7,荒原组合Lv.62_2,26,2_15+1_4,31,2_14+4_2,56,2_4+2_3,
70085,7,荒原组合Lv.63_1,54,2_17+1_6,21,2_1+2_16,19,2_7+2_12,
70086,7,荒原组合Lv.63_2,8,2_18+1_4,53,2_10+2_8,25,2_2+2_19,
70087,7,荒原组合Lv.64_1,26,2_15+1_6,19,2_7+2_12,21,2_1+1_5,
70088,7,荒原组合Lv.64_2,31,2_14+2_20,24,1_7+2_8,48,1_1+2_16,
70089,7,荒原组合Lv.65_1,4,2_5+4_1,30,2_11+2_9,10,2_6+1_5,
70090,7,荒原组合Lv.65_2,56,2_4+2_16,54,2_17+2_12,53,2_10+2_8,
70091,7,荒原组合Lv.66_1,54,2_17+1_4,24,1_7+2_20,10,2_6+1_5,
70092,7,荒原组合Lv.66_2,17,2_13+2_12,56,2_4+2_3,48,1_1+2_16,
70093,7,荒原组合Lv.67_1,8,2_18+2_12,26,2_15+1_4,10,2_6+1_5,
70094,7,荒原组合Lv.67_2,4,2_5+4_1,25,2_2+2_19,19,2_7+2_20,
70095,7,荒原组合Lv.68_1,53,2_10+2_8,31,2_14+2_20,48,1_1+1_5,
70096,7,荒原组合Lv.68_2,8,2_18+2_12,26,2_15+1_6,19,2_7+2_12,
70097,7,荒原组合Lv.69_1,31,2_14+2_20,25,2_2+2_19,54,2_17+4_1,
70098,7,荒原组合Lv.69_2,56,2_4+2_16,24,1_7+2_20,17,2_13+2_12,
70099,7,荒原组合Lv.70_1,10,2_6+1_5,31,2_14+2_20,30,2_11+2_9,
70100,7,荒原组合Lv.70_2,19,2_7+4_3,26,2_15+2_19,17,2_13+2_20,
70101,7,荒原组合Lv.71_1,4,2_5+2_12,19,2_7+2_19,10,2_6+2_3,
70102,7,荒原组合Lv.71_2,8,2_18+4_1,24,1_7+2_8,21,2_1+1_5,
70103,7,荒原组合Lv.72_1,17,2_13+2_20,30,2_11+2_9,48,1_1+2_16,
70104,7,荒原组合Lv.72_2,26,2_15+1_4,31,2_14+4_2,56,2_4+2_3,
70105,7,荒原组合Lv.73_1,54,2_17+1_6,21,2_1+2_16,19,2_7+2_12,
70106,7,荒原组合Lv.73_2,8,2_18+1_4,53,2_10+2_8,25,2_2+2_19,
70107,7,荒原组合Lv.74_1,26,2_15+1_6,19,2_7+2_12,21,2_1+1_5,
70108,7,荒原组合Lv.74_2,31,2_14+2_20,24,1_7+2_8,48,1_1+2_16,
70109,7,荒原组合Lv.75_1,4,2_5+4_1,30,2_11+2_9,10,2_6+1_5,
70110,7,荒原组合Lv.75_2,56,2_4+2_16,54,2_17+2_12,53,2_10+2_8,
70111,7,荒原组合Lv.76_1,54,2_17+1_4,30,2_11+2_9,10,2_6+1_5,
70112,7,荒原组合Lv.76_2,17,2_13+2_12,56,2_4+2_3,48,1_1+2_16,
70113,7,荒原组合Lv.77_1,8,2_18+2_12,26,2_15+1_4,10,2_6+1_5,
70114,7,荒原组合Lv.77_2,4,2_5+4_1,25,2_2+2_19,19,2_7+2_20,
70115,7,荒原组合Lv.78_1,53,2_10+2_8,26,2_15+1_4,25,2_2+2_19,
70116,7,荒原组合Lv.78_2,8,2_18+2_12,48,1_1+1_5,19,2_7+2_12,
70117,7,荒原组合Lv.79_1,31,2_14+2_20,24,1_7+2_8,54,2_17+4_1,
70118,7,荒原组合Lv.79_2,56,2_4+2_16,53,2_10+2_8,17,2_13+2_12,
70119,7,荒原组合Lv.80_1,10,2_6+1_5,31,2_14+2_20,30,2_11+2_9,
70120,7,荒原组合Lv.80_2,56,2_4+2_16,54,2_17+2_12,53,2_10+2_8,
70121,7,荒原组合Lv.81_1,19,2_7+4_3,26,2_15+2_19,17,2_13+2_20,
70122,7,荒原组合Lv.81_2,4,2_5+2_12,56,2_4+2_3,30,2_11+2_9,
70123,7,荒原组合Lv.81_3,8,2_18+2_12,24,1_7+2_8,21,2_1+2_3,
70124,7,荒原组合Lv.82_1,4,2_5+4_1,25,2_2+2_19,19,2_7+2_20,
70125,7,荒原组合Lv.82_2,54,2_17+2_12,30,2_11+2_9,48,1_1+1_5,
70126,7,荒原组合Lv.82_3,8,2_18+2_12,26,2_15+1_6,24,1_7+2_20,
70127,7,荒原组合Lv.83_1,31,2_14+2_20,53,2_10+2_8,54,2_17+4_1,
70128,7,荒原组合Lv.83_2,56,2_4+2_16,24,1_7+2_3,17,2_13+4_2,
70129,7,荒原组合Lv.83_3,10,2_6+1_5,4,2_5+2_12,30,2_11+2_9,
70130,7,荒原组合Lv.84_1,24,1_7+2_16,26,2_15+2_19,17,2_13+2_20,
70131,7,荒原组合Lv.84_2,8,2_18+1_4,53,2_10+2_8,25,2_2+2_19,
70132,7,荒原组合Lv.84_3,31,2_14+2_20,19,2_7+2_12,21,2_1+1_5,
70133,7,荒原组合Lv.85_1,31,2_14+2_20,24,1_7+2_3,48,1_1+2_16,
70134,7,荒原组合Lv.85_2,4,2_5+4_1,30,2_11+2_9,10,2_6+1_5,
70135,7,荒原组合Lv.85_3,56,2_4+2_16,54,2_17+2_12,53,2_10+2_8,
70136,7,荒原组合Lv.86_1,54,2_17+1_4,24,1_7+2_20,10,2_6+1_5,
70137,7,荒原组合Lv.86_2,17,2_13+2_12,19,2_7+4_2,48,1_1+2_16,
